"GENE_SYMBOL","GSM4942759--P10","GSM4942760--P11","GSM4942761--P11","GSM4942762--P13","GSM4942763--P13","GSM4942764--P1","GSM4942765--P1","GSM4942766--P2","GSM4942767--P5","GSM4942768--P5","GSM4942769--P9","GSM4942786--P12","GSM4942787--P12","GSM4942788--P14","GSM4942789--P14","GSM4942790--P3","GSM4942791--P3","GSM4942792--P4","GSM4942793--P4","GSM4942794--P6","GSM4942795--P6","GSM4942796--P7","GSM4942797--P8","GSM4942798--P8","GSM4942799--P8"
"NUDT5",13,26,22,18,23,4,20,30,21,50,22,17,36,18,15,56,15,19,0,24,20,16,41,51,10
"NUDT6",8,0,4,0,0,0,0,39,1,8,0,0,1,9,0,0,0,0,0,2,1,13,3,0,3
"NUDT7",0,2,0,4,0,0,0,10,0,1,0,0,1,0,0,1,1,0,0,2,0,0,0,4,0
"NUDT8",8,4,0,11,3,1,4,0,4,22,0,2,4,1,1,8,3,0,5,1,2,0,1,1,0
"NUDT9",17,4,8,25,12,4,6,1,6,19,13,5,18,3,10,3,8,16,0,14,13,15,10,11,17
"NUF2",0,2,1,7,3,1,9,18,1,17,2,2,11,5,9,14,8,0,0,2,2,15,9,5,1
"NUFIP1",25,14,11,12,8,0,6,2,3,7,17,10,7,6,0,11,3,0,0,2,9,4,8,2,12
"NUFIP2",119,73,65,91,116,51,111,154,43,65,135,96,104,80,45,90,41,43,60,84,91,113,171,65,119
"NUGGC",0,3,1,6,5,2,0,0,1,2,2,0,5,12,0,13,0,8,1,4,6,0,0,0,0
"NUMA1",83,102,120,91,54,45,73,42,142,200,140,106,68,125,77,138,53,50,107,126,109,127,120,73,110
"NUMB",3,22,19,23,31,23,44,71,35,48,25,32,36,62,32,39,18,30,6,34,40,45,24,23,27
"NUMBL",1,1,23,16,18,5,2,0,5,13,4,11,15,59,5,22,6,7,20,10,14,82,12,4,53
"NUP107",15,18,55,31,11,21,27,23,25,37,43,31,21,40,21,38,18,1,0,21,24,65,55,12,18
"NUP133",1,3,19,36,10,11,9,0,11,19,22,19,16,18,9,16,5,3,5,15,2,4,26,6,12
"NUP153",11,14,9,51,41,11,27,49,14,18,52,26,11,20,15,22,16,10,5,15,26,20,27,20,13
"NUP155",9,9,3,6,7,7,13,0,10,10,0,8,7,25,1,11,6,1,40,7,4,0,15,9,5
"NUP160",17,11,14,18,17,5,12,26,15,10,11,14,16,15,5,26,13,5,25,18,25,28,38,14,21
"NUP188",2,18,11,18,15,10,15,11,13,15,9,19,11,0,4,8,4,7,7,13,12,0,34,15,7
"NUP205",0,9,4,10,10,12,34,36,20,29,8,6,14,8,5,10,18,10,14,13,15,61,32,21,19
"NUP210",1,15,23,27,19,13,13,88,10,28,38,13,29,47,15,30,9,3,4,21,20,2,33,11,25
"NUP210L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"NUP214",13,9,57,54,15,22,0,5,12,20,15,30,27,57,11,16,13,4,6,31,22,91,37,21,30
"NUP35",0,0,0,2,11,0,1,0,0,6,4,0,0,0,0,5,4,3,5,0,2,0,2,1,0
"NUP37",1,6,4,10,8,5,0,0,3,17,23,4,9,18,1,1,5,8,5,7,21,6,10,12,7
"NUP43",1,8,11,9,7,6,0,18,14,7,22,14,9,34,3,32,5,24,0,14,4,0,24,4,5
"NUP50",16,34,57,23,30,9,13,92,27,42,46,34,31,46,31,55,13,23,26,25,38,64,28,29,34
"NUP54",2,13,17,24,15,20,21,59,8,34,8,15,13,25,5,26,5,16,0,15,13,3,27,26,13
"NUP62",59,16,32,18,46,15,61,36,27,33,16,11,35,18,30,28,25,31,1,36,36,48,60,19,23
"NUP62CL",0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0
"NUP85",3,37,54,64,61,24,5,28,17,31,41,41,51,27,14,35,12,19,18,41,18,34,58,18,12
"NUP88",7,11,16,30,14,6,21,0,4,13,24,22,10,6,7,14,11,3,10,12,20,37,10,12,9
"NUP93",31,13,15,30,15,10,14,30,13,12,5,17,9,1,18,22,7,6,24,15,12,39,21,10,3
"NUP98",17,6,8,23,26,10,31,0,12,38,9,15,16,18,7,14,6,18,7,21,22,33,12,22,15
"NUPR1",18,53,119,47,5,9,40,34,104,171,76,44,68,56,16,85,25,11,20,54,72,213,55,26,66
"NUS1",0,0,7,1,8,2,3,0,3,5,12,2,0,8,3,3,0,6,0,3,21,12,2,8,0
"NUSAP1",10,5,11,60,10,10,1,32,45,35,16,14,28,1,8,30,23,17,2,1,8,11,36,17,23
"NUTF2",37,30,15,33,32,16,54,31,27,42,24,57,33,72,26,44,19,16,5,26,38,25,45,36,22
"NUTM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUTM2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUTM2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUTM2D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUTM2E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUTM2F",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUTM2G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"NVL",13,19,10,14,7,16,17,27,49,49,13,18,17,13,25,10,10,19,27,14,10,44,19,17,15
"NWD1",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
"NWD2",3,3,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"NXF1",21,14,34,26,43,12,36,12,16,91,15,19,35,23,20,44,18,17,42,31,16,54,7,19,40
"NXF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXF2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXF3",0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
"NXF5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXN",30,12,15,10,9,1,7,7,3,23,15,17,6,3,6,23,3,7,5,5,2,35,9,5,12
"NXNL1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXNL2",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXPE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXPE2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXPE3",13,6,15,7,2,7,15,16,5,5,13,21,13,23,23,8,8,2,6,13,13,32,11,20,16
"NXPE4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXPH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXPH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NXPH3",0,0,9,1,0,2,1,1,1,1,1,0,0,12,0,0,0,0,0,3,0,19,0,1,1
"NXPH4",5,6,0,0,3,0,0,2,15,29,9,5,0,1,0,3,1,15,23,0,2,0,0,3,1
"NXT1",24,3,0,13,9,4,27,4,4,12,10,17,5,8,6,7,6,0,0,8,7,7,31,3,0
"NXT2",2,5,0,0,12,0,0,0,3,5,14,8,9,4,3,18,5,4,0,13,12,6,18,18,9
"NYAP1",0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"NYAP2",0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NYNRIN",0,0,0,0,0,3,0,0,1,6,1,1,3,0,5,0,0,0,9,1,9,2,0,0,11
"NYX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OAF",15,23,35,28,35,16,1,94,7,15,39,18,21,52,6,16,19,0,3,25,33,78,53,38,81
"OARD1",42,18,29,41,11,6,13,11,15,17,19,20,23,48,20,29,9,22,10,22,24,40,15,13,14
"OAS1",75,37,28,36,21,23,58,29,57,135,42,41,29,35,13,74,25,16,0,32,66,37,8,9,3
"OAS2",74,17,10,8,12,9,28,8,8,94,34,19,25,14,8,9,14,9,3,14,24,14,5,0,3
"OAS3",86,15,32,47,45,34,27,65,31,79,33,32,42,29,23,48,25,39,23,23,24,20,30,16,22
"OASL",6,7,0,10,15,6,24,5,14,44,8,17,6,2,0,0,1,7,0,8,15,0,4,1,0
"OAT",2,8,33,11,19,19,4,1,18,34,24,16,13,29,13,10,21,12,0,9,29,34,35,16,19
"OAZ1",263,173,251,438,239,144,344,319,357,451,313,241,262,389,183,376,173,161,269,367,404,338,340,279,199
"OAZ2",61,72,114,95,40,48,65,83,39,143,163,80,61,119,34,110,53,41,119,93,113,196,121,101,121
"OAZ3",0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,0,0,2,0
"OBP2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OBP2B",4,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0
"OBSCN",1,5,2,2,2,0,2,0,0,0,2,5,7,6,0,2,0,1,5,4,0,0,0,0,1
"OBSL1",4,8,11,15,0,3,0,29,14,3,17,7,6,11,4,10,4,3,4,9,14,18,1,13,3
"OC90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OCA2",6,1,0,7,3,0,0,0,3,17,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0
"OCEL1",0,6,5,9,0,1,0,15,0,0,8,1,3,9,5,9,2,0,0,4,1,0,4,11,0
"OCIAD1",37,42,32,90,54,28,38,60,36,94,62,39,62,86,25,48,38,6,41,43,41,50,55,51,112
"OCIAD2",23,7,0,11,14,7,13,27,3,20,22,8,19,36,14,4,12,3,0,11,12,2,32,8,2
"OCLN",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0
"OCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OCM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OCRL",0,2,0,3,1,4,0,0,10,2,6,4,11,8,5,6,4,5,0,2,2,0,2,10,14
"OCSTAMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ODAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ODC1",9,5,15,42,79,10,39,4,2,3,18,12,5,16,21,26,21,8,18,16,35,3,34,31,11
"ODF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ODF2",17,2,1,10,6,5,0,1,4,2,23,9,15,1,2,21,2,5,25,5,5,27,31,6,2
"ODF2L",13,52,35,56,41,23,22,2,45,35,53,23,35,72,22,29,14,0,53,57,36,30,30,29,24
"ODF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ODF3B",39,20,14,9,6,4,11,84,12,29,16,23,21,16,11,26,11,2,1,34,33,31,2,6,10
"ODF3L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ODF3L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ODF4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OFD1",59,42,41,40,45,4,28,8,62,85,61,42,45,45,36,27,24,19,26,57,81,31,43,13,19
"OGDH",91,97,91,112,106,39,71,129,69,71,136,98,100,122,67,128,67,33,68,79,125,186,161,87,63
"OGDHL",0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OGFOD1",8,4,4,11,24,13,2,12,11,18,0,8,18,18,1,0,7,1,0,7,7,19,14,6,4
"OGFOD2",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OGFOD3",0,4,16,13,13,15,13,8,13,7,4,11,7,2,20,16,6,0,4,13,10,21,6,6,31
"OGFR",36,55,92,27,21,15,46,42,28,40,22,50,53,70,20,41,22,19,29,34,35,32,39,15,10
"OGFRL1",45,39,55,48,32,31,50,69,32,74,28,40,57,49,23,74,41,16,6,51,60,70,55,51,66
"OGG1",7,4,7,5,5,8,7,34,15,7,6,10,9,9,13,5,9,3,6,16,20,28,27,6,31
"OGN",1,0,4,1,3,0,0,0,1,0,0,0,1,2,0,0,0,14,2,0,0,10,0,6,0
"OGT",57,41,95,78,44,37,106,14,36,85,87,46,72,122,66,108,46,22,19,67,73,78,115,94,56
"OIP5",9,5,0,0,0,0,0,0,0,0,2,2,4,1,0,0,1,0,0,1,0,0,10,0,1
"OIT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OLA1",31,18,27,28,20,9,8,1,24,46,7,21,21,16,23,2,5,7,0,10,24,1,10,11,10
"OLAH",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OLFM1",13,4,25,12,32,11,2,29,3,12,13,8,7,37,7,28,23,13,15,16,15,57,28,14,21
"OLFM2",65,7,1,4,9,4,32,19,2,47,30,3,5,9,6,11,9,8,0,5,16,2,1,8,22
"OLFM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OLFM4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OLFML1",15,1,18,5,0,9,0,8,0,0,9,6,3,11,1,9,10,3,0,7,0,30,2,6,2
"OLFML2A",5,19,74,29,19,14,35,10,33,48,33,17,25,21,20,17,22,12,10,37,57,71,40,49,23
"OLFML2B",3,16,30,14,3,9,0,0,13,4,13,31,24,60,8,40,15,5,0,60,83,132,42,6,22
"OLFML3",8,13,68,16,1,6,39,84,0,0,10,17,16,53,25,14,5,2,21,46,74,181,10,46,29
"OLIG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OLIG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OLIG3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OLR1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"OMA1",25,1,16,0,6,5,11,0,12,19,17,7,5,7,3,11,4,2,0,14,17,29,1,9,25
"OMD",13,1,12,16,4,2,0,22,1,0,15,0,10,14,16,9,15,1,23,0,0,3,3,6,37
"OMG",0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"OMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ONECUT1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ONECUT2",1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,2,0,1,1,1,1
"ONECUT3",832,357,621,456,439,526,830,862,340,575,483,446,505,396,300,704,463,645,583,620,568,625,765,639,429
"OOEP",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OOSP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPA1",0,17,18,23,37,19,43,6,29,6,22,18,34,25,19,29,10,13,5,33,35,7,16,18,17
"OPA3",36,18,22,19,6,7,11,5,6,16,18,30,10,9,5,9,13,5,21,15,20,29,27,16,9
"OPALIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPCML",0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,1,6,0,0,1,0
"OPHN1",0,0,7,0,3,1,0,0,3,0,2,5,7,0,0,0,3,2,0,1,6,0,4,4,0
"OPLAH",0,3,5,5,7,0,0,0,4,6,10,0,2,0,0,5,1,0,9,1,1,23,0,1,0
"OPN1LW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPN1MW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPN1MW2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPN1MW3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPN1SW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPN3",0,0,0,10,0,0,1,10,3,10,5,6,1,9,9,5,1,5,0,11,14,25,11,8,9
"OPN4",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
"OPN5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPRD1",0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,2,0,1,0,0
"OPRK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPRL1",0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,14
"OPRM1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPTN",95,62,109,90,66,33,108,82,39,61,142,80,105,91,52,84,73,40,72,75,65,42,71,82,65
"OR10A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10AD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10AG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10C1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10D3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10G2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10G3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10G4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10G6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10G7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10G8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10G9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10H1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10H2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10H3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10H4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10H5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10J1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10J3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10J5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10K1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10K2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10R2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10S1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10T2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10V1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10W1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10X1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10Z1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR11A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR11G2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR11H1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR11H12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR11H2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR11H4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR11H6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR11L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR12D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR12D3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR13A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR13C2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR13C3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR13C4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR13C5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR13C8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR13C9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR13D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR13F1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR13G1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR13H1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR13J1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR14A16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR14A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR14C36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR14I1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR14J1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR14K1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1C1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1E1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1E2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1F1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1G1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1I1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1J1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1J2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1J4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1K1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1L3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1L4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
