"GENE_SYMBOL","GSM7744827--R002","GSM7744829--R008","GSM7744830--R009","GSM7744832--R010","GSM7744833--R012","GSM7744834--R013","GSM7744836--R014","GSM7744837--R015","GSM7744838--R016","GSM7744839--R017","GSM7744841--R018","GSM7744842--R019","GSM7744843--R020","GSM7744844--R021","GSM7744845--R022"
"ADGRA1",2,0,2,0,14,2,0,2,0,12,1,2,0,1,1
"ADGRA2",426,538,548,555,4562,2197,8434,3012,981,647,296,1604,1593,31,2248
"ADGRA3",6390,905,1381,241,3700,2041,2824,8948,14280,8597,8407,9941,3705,558,11110
"ADGRB1",5,28,6,12,6,90,10,662,322,0,191,120,4,421,42
"ADGRB2",73,74,511,328,334,223,679,692,702,617,1252,269,695,204,1189
"ADGRB3",0,1,33,0,122,32,37,11,0,10,11,14,2,0,0
"ADGRD1",245,29,1344,1175,3813,89,1030,93,8907,853,202,704,383,675,227
"ADGRD2",5,8,3,3,1,3,5,4,2,2,50,10,4,1,4
"ADGRE1",21,66,78,1,141,283,32,159,0,60,1,3,64,943,87
"ADGRE2",246,261,821,184,1375,2475,905,2516,2199,556,526,1080,2319,3339,1682
"ADGRE3",3,0,17,0,519,954,25,906,1,4,12,36,19,1812,0
"ADGRE5",2468,2766,4671,3631,8962,11746,4803,10133,5097,5059,602,7372,17614,10357,10957
"ADGRF1",12,567,16,133,6,467,6,46,31,30,177,49,445,72,22
"ADGRF2",0,0,0,0,33,0,0,9,0,1,0,1,0,0,9
"ADGRF3",106,25,28,48,31,22,26,53,148,166,124,66,58,36,24
"ADGRF4",30,3,335,93,27,253,22,0,1,0,63,8,944,0,1
"ADGRF5",623,1455,1616,1877,12375,4372,13976,4785,6073,1956,2285,7527,4104,204,5098
"ADGRG1",7231,10751,17224,17227,2657,3729,10736,33864,21401,6908,10117,38187,15554,6290,32507
"ADGRG2",566,212,78,56,1311,58,912,928,78,15,895,9941,55,35,233
"ADGRG3",24,65,360,4,1821,1365,47,1091,464,91,117,122,43,2065,63
"ADGRG4",0,3,0,0,7,1,20,1,1,1,3,2,0,1,3
"ADGRG5",81,363,167,64,407,121,28,508,31,1008,2,0,2374,917,1281
"ADGRG6",702,1579,199,570,578,423,2487,725,1055,4814,12984,1300,1281,172,7886
"ADGRG7",0,1,0,9,16,0,0,1,46,715,0,2,63,1,1
"ADGRL1",453,315,404,1660,1137,509,1929,1601,11731,499,2360,6347,987,399,7037
"ADGRL2",2564,1636,2288,590,5422,1352,5991,3566,7910,2157,1129,5286,1262,94,1763
"ADGRL3",179,28,2,297,326,29,488,240,52,21,61,35,16,0,11
"ADGRL4",796,1941,2594,1281,15548,2620,22585,5465,5960,1739,1107,6235,4622,0,7144
"ADGRV1",202,95,74,1163,6,153,18,47,62,1188,613,32,193,41,59
"ADH1A",5,10,1,1,609,32,115,47,0,113327,3,8,14,108,2
"ADH1B",1133,81,15,9,451150,236,169000,257,6,302042,62,34,166,519,109
"ADH1C",6,3,2,55,4060,24,1783,3,15,45898,10,24,5543,19,28
"ADH4",22,8,5,3,94,8,96,15,6,196215,54,30,20,742,17
"ADH5",19852,6830,11975,8520,29410,10435,16150,11299,16442,29716,9846,20719,15580,4716,19830
"ADH6",92,51,29,13,37,36,55,49,18,30310,104,40,19,55,32
"ADH7",8,9,2,10,19,63,16,0,3,57,4,1,3,9,4
"ADHFE1",382,433,145,404,4345,54,1229,421,298,3380,1045,414,298,0,350
"ADI1",29032,10569,29875,15023,20199,9754,15943,15437,51788,99093,29082,27341,23157,4617,43446
"ADIG",2,0,0,0,0,0,0,0,15,0,0,0,0,0,4
"ADIPOQ",501,8,6,1,229590,23,100469,1,0,2,9,1,0,204,3
"ADIPOR1",21284,15848,27391,59807,25776,29229,40498,22272,61631,44710,31989,39122,39430,247516,48548
"ADIPOR2",2983,2076,2217,2692,3043,1952,3752,2535,2192,2522,4728,4050,1886,1111,2638
"ADIRF",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"ADK",4690,6212,9894,8849,6564,3554,5885,4522,11776,19166,5983,10135,23298,1246,15607
"ADM",2035,1528,2560,1430,17583,68833,21380,45763,7732,3697,8054,82893,2549,4460,794
"ADM2",1402,544,699,385,3,289,344,3141,1331,3274,1603,3271,2181,197,6393
"ADM5",29,66,239,21,459,61,844,241,124,0,32,167,85,259,237
"ADNP",6627,5007,5516,3915,2522,3536,3922,4116,5602,2987,8742,12941,4693,2796,6250
"ADNP2",3986,1791,1453,3303,1379,2194,2010,3018,2411,1730,1894,5781,2129,816,7379
"ADO",2721,1613,1924,1610,1017,1453,992,723,3760,3804,1156,2861,4180,92,5178
"ADORA1",2080,1743,843,1907,3059,846,1054,1188,32684,2383,1204,4886,8087,342,8482
"ADORA2A",46,52,15,14,49,58,28,126,11,64,72,85,257,13,70
"ADORA2B",2714,192,523,793,80,3766,124,2754,1070,139,1710,6524,1383,691,3131
"ADPGK",7207,5789,7023,7274,4458,7450,4031,8402,10141,5656,7550,5835,8797,3959,9573
"ADPRH",917,1294,1809,635,2083,1906,3726,1543,2190,772,1263,1727,3700,61,1202
"ADPRHL1",1455,324,322,1965,261,48,283,362,1334,2351,251,634,275,4,782
"ADPRM",577,509,809,775,751,688,633,504,1002,269,1667,1687,1107,1028,771
"ADRA1A",2,0,0,1,519,0,494,78,1,1651,1,417,2,2,7
"ADRA1B",18,11,20,10,49,33,91,14,37,120,0,58,38,0,88
"ADRA1D",0,19,17,9,70,5,250,113,44,2,73,82,1,38,19
"ADRA2A",2017,172,1533,8,28762,86,15975,300,577,314,85,149,1433,328,617
"ADRA2B",167,172,56,94,247,13,196,0,24,869,783,584,76,181,1814
"ADRA2C",32,24,23,45,597,185,1351,481,3160,56,40,389,77,257,114
"ADRB1",72,111,38,144,1512,34,1459,45,0,9,55,468,219,2,0
"ADRB2",221,458,219,126,4900,422,2501,115,48,827,112,331,1652,1220,249
"ADRB3",20,0,0,0,819,1047,712,39,0,3,1,0,0,0,0
"ADRM1",18241,16670,31695,13727,11279,19316,16819,20095,20879,17773,18690,22878,17334,6241,32581
"ADSL",6671,18856,14952,8102,5498,4694,4442,8361,11643,11718,6907,13732,9355,2807,14491
"ADTRP",2326,88,429,28,202,1190,160,112,592,737,24,185,294,94,146
"AEBP1",1069,14270,33162,17999,25938,48619,33942,41351,10895,3600,7104,35027,65879,2032,46221
"AEBP2",5204,1396,3725,3209,1294,2669,1705,2963,3517,1045,3846,4660,1925,1045,1998
"AEN",1112,2526,3232,3832,1915,2547,2885,5903,3105,2133,2443,3936,3191,421,3647
"AFAP1",2293,830,2607,1920,2838,5790,6066,6557,5834,1536,3750,3794,3865,898,5984
"AFAP1L1",329,618,1034,780,8559,3230,8856,4166,2259,1223,1323,8258,2105,368,3371
"AFAP1L2",773,1400,954,569,1906,1451,4211,1928,4276,442,233,2154,1800,2286,1403
"AFF1",1184,1206,1328,1858,4322,2722,4138,2249,1665,1747,1991,1370,3060,1161,1708
"AFF2",1,0,0,0,11,0,53,68,0,0,0,19,64,47,29
"AFF3",16,525,35,3133,462,26,212,22,623,530,68,645,1483,865,29
"AFF4",2538,3078,2387,5967,2770,5110,3176,4763,5961,3439,7386,9351,3986,829,5133
"AFG3L2",11754,5440,6130,6562,5455,5267,9245,6537,28408,7801,12298,10645,6048,2853,29999
"AFM",0,0,0,0,0,0,0,1,0,28557,0,1,6,346,0
"AFMID",1127,2118,1700,459,628,1626,1100,1271,23941,5093,4173,2973,2463,380,4013
"AFP",12,0,8,65,18,1,5,0,0,198,0,0,23,2,8
"AFTPH",2657,1542,2156,2123,1217,1757,1360,1378,3150,1563,5047,3926,3280,1126,3625
"AGA",5439,3300,1986,3193,2034,1966,2068,1768,6157,5681,2135,3524,5389,599,4095
"AGAP1",909,1365,1169,1073,695,1893,905,2041,2379,777,940,3244,1352,789,948
"AGAP2",57,89,100,156,182,236,111,132,51,159,117,166,508,353,139
"AGAP3",7492,4119,7842,2709,4277,8201,4410,6083,22989,4882,10130,8068,5636,1733,6243
"AGAP4",274,78,113,40,110,80,32,106,142,109,47,259,33,32,199
"AGAP5",10,2,1,2,6,0,1,0,12,4,16,9,18,0,0
"AGAP6",301,366,285,175,241,383,262,266,271,421,1660,479,162,85,982
"AGAP9",131,400,268,251,209,113,209,134,15,180,542,157,151,23,277
"AGBL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGBL2",69,4,68,19,2,13,8,5,84,135,92,43,47,17,18
"AGBL3",265,81,361,358,284,139,481,69,345,242,610,372,134,42,520
"AGBL4",0,13,64,16,63,6,56,2,4,96,114,58,67,8,194
"AGBL5",8239,2063,8035,3148,2803,3177,3944,6504,13634,3413,7598,7284,3889,572,12693
"AGER",70,135,125,153,84,387,81,132,113,53,379,148,85,205,1
"AGFG1",9521,9695,18451,5505,9949,8599,10436,10729,15832,5043,5071,13485,9265,3595,11034
"AGFG2",464,643,980,1384,1439,840,1965,738,1743,2698,1406,1122,1666,600,1851
"AGGF1",3019,2728,3146,8599,3609,4908,4073,3343,7686,4110,4052,3985,4640,1702,6066
"AGK",3359,2102,4368,5698,3030,1740,3103,2625,13480,3642,4243,6976,3080,418,9906
"AGL",922,1609,2284,1471,3592,1292,3080,2156,5262,4020,3087,3263,2777,678,4690
"AGMAT",305,226,339,308,170,18,46,154,738,10387,119,201,591,319,181
"AGMO",0,298,1,0,847,10,266,0,3,8756,97,46,172,43,114
"AGO1",4348,1259,2729,963,2286,2838,2294,3577,10254,2213,5569,4474,2879,1123,4923
"AGO2",2877,1866,3883,1695,2002,4362,3402,9347,5841,2252,6257,16500,5783,4677,12680
"AGO3",2184,1402,2960,738,1835,2233,1614,1099,8725,1270,5938,3137,2166,896,5146
"AGO4",1453,738,1811,654,1545,1670,1537,699,4014,1375,3223,1938,1456,2569,3429
"AGPAT1",2843,1807,3040,3398,2738,2828,2522,2551,5576,3347,3153,4504,2220,653,3627
"AGPAT2",4541,7683,13762,18496,147147,18905,81427,10262,11443,53996,8842,22310,14989,2626,27780
"AGPAT3",3796,3768,2560,3959,4131,4526,7126,5397,16819,15358,8486,4593,10621,2147,25684
"AGPAT4",502,637,1442,264,419,1641,625,955,4185,153,1354,1473,566,128,1182
"AGPAT5",10144,3321,1966,6499,1686,2343,4165,6857,29282,4369,2536,9648,3937,2843,12632
"AGPS",1774,1749,2929,7203,5259,3561,3558,2199,6658,2866,2513,3894,3973,594,1766
"AGR2",996,17924,2444,101583,45,1818,157,2564,405,587,8,229,39814,77,0
"AGR3",3,209,107,37593,1,649,13,610,209,22,0,84,135,0,0
"AGRN",2050,4761,7102,1556,630,5198,4361,6308,7743,2056,3799,5962,4102,844,9773
"AGRP",31,15,70,4,3,221,7,0,0,18,15,35,6,96,0
"AGT",553,86,148,317,1876,295,15586,178,2252,169282,52,3238,6556,620,1151
"AGTPBP1",3132,935,1496,1431,2013,1033,2024,1807,2403,1156,2107,2812,2724,4378,2710
"AGTR1",1,49,191,7152,4956,87,1881,190,50,4172,1,15,35,27,97
"AGTR2",1,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"AGTRAP",8915,5612,16195,14164,7026,16622,6797,23278,12786,5701,8523,6884,16526,5957,16603
"AGXT",17,0,0,33,147,86,51,1,1,174051,136,0,184,1097,0
"AGXT2",0,1,0,9,1,0,0,1,4,7203,1,13,1,0,0
"AHCTF1",3994,1798,2078,7264,3556,2483,5027,4085,10507,3403,8057,15216,3561,1626,18893
"AHCY",18184,5739,8928,20389,5265,5265,7003,13999,13499,21175,11972,18126,21787,4421,24248
"AHCYL1",8298,8675,12386,15340,22118,12253,18334,11571,25868,12759,23013,18672,20740,3688,28948
"AHCYL2",1816,760,2994,5516,1491,992,2221,464,3239,1467,2512,1766,3287,164,5381
"AHDC1",911,709,321,314,409,871,653,941,1062,563,7780,1989,694,266,926
"AHI1",2927,2151,1982,1073,1307,2706,1316,1403,4071,1345,9628,2873,1518,1046,4867
"AHNAK",9452,5767,6281,10637,46351,28484,49286,17608,16526,6601,11305,29018,17687,7117,36519
"AHNAK2",1024,477,1944,52,1165,6957,1558,4213,774,184,373,13893,3268,411,8965
"AHR",1459,3754,5083,7527,7243,4564,6229,9485,5000,2496,1352,17979,13971,1464,2817
"AHSA1",10857,12898,13656,23321,9176,8153,8718,14130,25091,11258,10952,18973,11659,5218,18896
"AHSG",14,5,0,0,69,1,39,41,0,258303,44,75,25,1178,0
"AHSP",40,14,27,1,254,4,2162,0,7,12,74,1,5,14598,7
"AICDA",2,5,9,0,55,9,0,0,4,13,3,0,17,0,16
"AIDA",2636,981,3051,5127,5267,3314,3189,2352,4160,3014,1953,4318,3319,1818,6738
"AIF1",1960,11706,15550,2544,8914,34393,5339,7520,449,6745,1373,1565,17978,15219,5936
"AIF1L",4030,10935,3933,5768,7899,668,10006,7177,17341,4259,8677,31151,13861,1178,10894
"AIFM1",3773,2868,7803,13960,6243,3104,7636,2469,21335,10372,4632,5281,9628,2021,12319
"AIFM2",3975,1980,4942,536,35788,3264,22404,4190,6844,6947,2250,4143,11137,421,1402
"AIFM3",182,103,351,555,40,34,69,63,141,1010,551,708,424,101,145
"AIG1",5063,3920,4330,7321,8441,2833,6120,4022,7317,22134,4366,4599,3662,874,13147
"AIM2",163,747,772,544,665,373,102,603,55,408,29,110,2348,12,624
"AIMP1",8406,5913,7965,7442,3738,5782,4773,6629,11956,5464,6899,8330,6779,3372,11058
"AIMP2",2340,3799,8463,3313,1858,2166,2797,3696,9796,4669,1907,4998,5123,907,11008
"AIP",48785,7700,9814,9342,6294,8596,6691,8435,10189,6781,9669,15343,10210,6147,12829
"AIPL1",152,0,0,1,0,1,0,4,1,0,3,2,25,17,0
"AIRE",0,8,0,0,4,3,1,0,1,0,0,0,1,41,6
"AJAP1",2,215,97,2,55,1,260,1147,84,17,0,40,476,0,55
"AJUBA",748,1075,967,912,374,1974,1416,2049,3168,3197,2972,3878,825,230,1959
"AK1",598,550,854,997,1153,921,1684,932,1666,667,991,1327,691,441,720
"AK2",32456,11056,48425,13617,19014,15906,16880,36433,148374,21447,64597,41276,21512,4212,94833
"AK3",7009,3435,6118,3954,19623,6254,16120,4916,10818,21012,6882,10119,16451,914,14772
"AK4",1276,4541,7936,129,13628,10005,7001,5735,27827,15663,6138,8586,9573,531,6472
"AK5",42,200,570,150,84,277,127,328,8754,39,199,181,352,29,249
"AK6",2278,2383,3606,5004,3523,2845,3480,2026,8790,3226,2189,2659,3386,1155,7280
"AK7",94,141,65,1,36,40,196,187,126,299,242,142,140,109,61
"AK8",255,118,176,1356,155,28,151,103,91,402,270,232,791,759,857
"AK9",710,399,537,617,772,690,689,398,529,1183,1365,786,963,77,452
"AKAP1",10287,6081,5810,21808,15948,3527,12114,8054,12428,24675,23999,64454,7208,1744,47172
"AKAP10",1154,1854,2000,3187,3788,3644,2584,2559,3728,1446,6002,6258,3751,1341,4389
"AKAP11",1184,1478,1254,1303,2327,1953,1963,2209,2282,1158,2017,3187,4322,796,3056
"AKAP12",285,1070,1934,548,41652,6823,24625,3071,1093,1349,1415,3116,4517,107,2901
"AKAP13",3735,8815,4863,4504,10388,16279,14360,13427,8107,6007,17779,23296,20443,7015,11219
"AKAP14",32,1,5,0,0,0,0,0,10,0,7,2,0,0,0
"AKAP17A",5381,2632,2939,4449,4051,6091,4115,5091,5573,8326,5929,11051,6462,3873,6995
"AKAP3",1381,81,116,218,90,134,260,1302,828,145,567,19,248,2,266
"AKAP4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AKAP5",208,333,156,2618,19,452,42,116,146,233,142,153,1631,5,79
"AKAP6",177,28,36,91,306,209,352,176,725,230,697,206,158,1,381
"AKAP7",404,275,1068,587,906,305,893,182,1687,1551,1107,595,899,905,2294
"AKAP8",5860,2000,2627,3376,2112,2550,3870,4740,10143,2364,4743,8193,4141,2270,6542
"AKAP8L",7450,2521,2625,6269,3685,3429,4968,4659,12553,2788,7323,10870,6002,1830,7050
"AKAP9",12727,17003,13168,28556,5251,10494,8881,8879,28044,11516,64843,19914,18267,5755,46725
"AKIP1",1649,1810,3955,4674,2468,3143,2679,2266,3448,5126,1782,3589,3035,1041,2756
"AKIRIN1",8504,5976,24161,4917,8040,6479,6675,6605,32573,5944,12853,7842,8796,4409,17694
"AKIRIN2",4284,4325,6084,2970,5065,5323,5343,4296,8990,5024,6133,5864,5493,4335,11507
"AKNA",483,820,416,284,1091,1245,685,712,169,657,624,663,2809,3823,638
"AKNAD1",35,49,6,99,2,129,39,0,59,86,0,135,35,54,30
"AKR1A1",9589,12234,33113,19068,14596,14980,13277,13972,24377,38564,26222,15259,28746,2344,33092
"AKR1B1",10155,8095,19943,2392,8702,9473,8041,8667,28237,16750,4677,5687,21339,3905,8709
"AKR1B10",366,0,1508,153,0,266,221,14,319,1392,0,56,568,0,501
"AKR1B15",284,73,1136,56,89,252,2219,1,1435,212,1,104,2047,170,106
"AKR1C1",144,7535,356,15,13701,3111,18314,372,21164,18454,3039,571,10013,508,197
"AKR1C2",469,4739,1108,48,18612,3755,32240,151,265870,9786,900,527,9397,3302,231
"AKR1C3",239,4301,8484,295,22085,2738,18836,446,1712,15117,1104,7115,38014,986,5485
"AKR1C4",1,2,0,0,37,13,21,0,9,22162,7,5,5,189,23
"AKR1D1",1,34,5,57,0,2,12,1,1,18776,10,4,74,0,1
"AKR1E2",11,828,918,234,250,248,283,611,623,1326,961,1402,290,216,387
"AKR7A2",8571,5588,9098,7203,13661,10184,9795,8417,10872,14905,13772,6770,9696,1123,15299
"AKR7A3",51,82,18,3716,45,261,41,36,200,13246,360,56,81,0,282
"AKT1",9873,26841,19165,37031,30175,21546,29615,19448,29477,28401,20339,25713,26938,4652,34680
"AKT1S1",1504,2233,4216,3393,3255,2695,4205,3579,3647,2755,3356,4818,4119,747,6688
"AKT2",2051,1212,2466,4215,6576,1881,5657,1892,2065,4076,10138,5304,3422,654,7080
"AKT3",2971,535,600,132,1417,2152,1698,1840,359,207,817,2113,766,570,981
"AKTIP",1826,1817,4345,3418,3489,2150,4138,4141,6293,3559,4333,5034,3344,1250,7338
"ALAD",4799,1741,3889,9809,13045,3614,8973,3078,4274,21328,3397,5693,6554,2283,5530
"ALAS1",4197,4772,5261,6580,7280,5994,8024,17256,13587,16126,7604,10569,9831,2388,11966
"ALAS2",118,0,355,29,8717,278,49117,1,302,220,4566,4,44,507614,318
"ALB",23,36,5,102,2022,664,202,1329,22,10910962,611,481,346,29412,274
"ALCAM",4143,819,1535,37707,1168,5655,2805,3764,4646,9408,2691,4693,38363,1912,4018
"ALDH16A1",1577,1876,2206,5188,3790,1880,7222,3779,3632,2650,5184,4491,4980,934,6647
"ALDH18A1",14478,9302,16853,36157,6115,6594,9214,14331,96977,19609,11572,33117,19424,3362,20857
"ALDH1A1",962,1646,3426,485,16140,1149,7807,1451,432,54938,485,81,8528,183,1521
"ALDH1A2",26,5,131,458,996,1340,790,76,12,255,193,12,113,31,0
"ALDH1A3",334,1061,2166,558,2521,1134,1616,2977,2277,1074,451,6766,8400,28,2878
"ALDH1B1",9448,3694,9595,5491,6146,6560,4484,3870,15321,16980,1537,30385,4896,526,16211
"ALDH1L1",25,395,1,1,23277,27,6122,2,5,35964,254,251,2223,0,174
"ALDH1L2",102,797,732,139,1376,883,2582,2366,2915,312,2228,3409,1189,76,1354
"ALDH2",8202,7921,12580,17104,123122,8515,119659,7888,6410,201683,10019,4576,24447,4428,4077
"ALDH3A1",157,69,211,4,95,28,106,51,159,111,640,193,75,307,97
"ALDH3A2",3901,4581,11340,11868,17765,6378,13660,3304,11875,24150,16259,9369,7661,797,24801
"ALDH3B1",1831,1145,8907,6820,1110,6294,1491,2244,4656,1928,3041,1295,4332,536,1750
"ALDH3B2",11302,711,2517,18603,1,1794,2095,3075,11117,2701,2191,1793,37506,1452,9729
"ALDH4A1",536,725,725,6554,10300,568,3118,1022,1247,15906,873,461,2297,536,556
"ALDH5A1",763,995,657,61,3137,599,2187,1273,731,12231,3796,2051,2590,1187,2015
"ALDH6A1",3104,3126,2176,20778,21603,2310,9125,1356,7007,41740,7447,8520,4596,666,3149
"ALDH7A1",6685,6259,5892,9786,7145,2932,8767,4822,16388,22335,9164,18905,5973,258,8205
"ALDH8A1",0,30,70,0,51,13,45,31,93,27059,309,5,24,58,28
"ALDH9A1",14221,11585,9372,19794,38996,7906,30814,13406,22346,34162,41913,30576,15323,4445,45692
"ALDOA",167474,85453,211611,280093,138894,370966,155659,439602,213449,109430,167993,377499,159937,55019,210475
"ALDOB",2,146,3,0,42,27,4,78,6,219988,8,76,46,365,31
"ALDOC",4707,467,1672,1134,15007,6151,4009,8472,12934,10410,308,15922,3053,450,1297
"ALG1",5353,2874,4435,13492,2867,2254,3910,8048,6314,4526,2960,3784,6318,1788,8983
"ALG10",553,61,296,915,129,228,213,527,403,326,210,539,272,14,257
"ALG10B",634,499,252,1293,285,344,441,1731,347,213,258,1029,256,185,451
"ALG11",1035,722,1096,3002,1970,978,1802,1811,2937,1985,632,2412,2177,654,4537
"ALG12",791,543,2390,4948,1827,1369,2284,3544,1835,4478,1667,6659,3744,605,5083
"ALG13",2479,3243,3646,5550,2277,2103,2213,1639,3953,2448,3771,1659,2904,1409,6681
"ALG14",727,1799,2532,2570,2533,1533,2221,1589,4380,2562,2695,3532,2403,636,5639
"ALG1L",116,124,1313,2,3,238,160,64,10,9,130,105,7,59,117
"ALG1L2",11,12,3,90,8,32,3,31,92,36,112,36,72,0,60
"ALG2",6953,3219,7489,13881,4203,4658,4038,7120,8060,7600,2807,7337,10440,1694,7762
"ALG3",15954,7596,18351,14629,5425,6888,8918,15814,36675,9671,14654,27509,12888,5389,41610
"ALG5",5385,5182,6490,6727,5585,5291,5977,9045,7456,9279,3228,9065,11937,1572,20494
"ALG6",1584,1629,3099,6551,1451,894,2162,2449,6472,1968,2084,2811,1826,1529,8445
"ALG8",3618,4533,8327,119525,6600,2866,7556,5448,15786,8983,4284,7060,6817,2415,11266
"ALG9",221,271,201,242,922,591,762,255,805,488,582,908,591,364,723
"ALK",16,64,125,0,62,123,113,132,28,56,26,482,43,18,180
"ALKBH1",1208,1190,1213,4513,1415,1255,1139,1409,2065,1439,1111,1553,1627,618,2024
"ALKBH2",4313,2575,2289,2145,942,1071,1906,1789,3680,2650,7627,5118,1131,1032,4573
"ALKBH3",2438,2094,3383,2887,1976,1861,2088,2538,3805,1268,486,6901,4004,686,3506
"ALKBH4",3001,1834,2737,2068,1645,2470,2337,1867,3912,2582,5612,4089,1802,772,4500
"ALKBH5",9260,6630,9491,15247,14097,23631,13325,15885,24887,12952,22181,29907,15147,5248,21475
"ALKBH6",221,360,666,610,165,373,281,199,486,840,2059,1006,397,374,513
"ALKBH7",5967,3250,8535,8743,4005,5487,4880,4335,3922,9745,7105,6312,5171,1421,14354
"ALKBH8",735,270,363,579,1092,553,941,1373,1151,1004,447,2127,711,158,1006
"ALLC",0,0,0,0,4,0,2,0,1,1,0,0,0,0,0
"ALMS1",584,665,620,634,775,639,734,1084,1441,773,2730,2144,1105,476,4353
"ALOX12",123,40,87,57,400,186,220,43,1334,195,315,180,1852,1435,106
"ALOX12B",120,15,30,119,0,65,0,341,0,2,405,28,3,4,101
"ALOX15",0,68,1,40,109,63,209,0,121,12,37,44,758,92,0
"ALOX15B",7,283,374,42613,60,1567,110,1290,3,874,707,315,31262,109,273
"ALOX5",1187,3027,3676,606,3915,27462,1158,2767,189,3142,209,668,18908,4609,2706
"ALOX5AP",1579,5039,5414,1618,6274,62214,1306,12694,726,2492,417,1408,9516,8724,3559
"ALOXE3",29,1,10,234,0,54,1,365,218,44,458,166,0,166,606
"ALPI",0,0,0,0,0,0,1,0,21,0,1,1,1,0,0
"ALPK1",2472,633,1397,2376,2835,2566,2121,2882,2344,1788,1586,2286,5367,1608,3565
"ALPK2",13,44,315,57,175,216,459,318,281,441,92,66,64,0,193
"ALPK3",57,140,129,668,4379,1693,2545,369,419,190,985,713,700,31,633
"ALPL",1399,695,3765,564,5991,3459,7184,276,2060,7180,501,6588,886,3506,1148
"ALPP",0,5,3568,0,0,20,0,0,21,0,0,1,21,32,0
"ALS2",2626,1935,863,1767,1362,1174,1824,1254,2581,2472,2820,2771,1721,146,2702
"ALS2CL",189,167,1505,614,1143,534,2432,976,1227,886,839,1255,909,40,790
"ALX1",112,0,0,0,20,0,43,0,0,0,0,0,5,0,15
"ALX3",51,336,10,2,11,0,4,0,13,0,1057,310,1,95,0
"ALX4",171,0,9,0,0,28,55,1098,6569,0,1,1285,4,225,0
"ALYREF",15213,10198,8092,6120,3390,9868,4689,13223,52513,13649,18528,19369,5642,6304,21268
"AMACR",182,227,1012,1369,604,487,402,610,650,4129,172,251,1134,10,1026
"AMBN",0,1,0,0,0,0,1,0,0,0,0,0,2,20,20
"AMBP",14,1,19,401,198,57,13,157,29,1172799,45,72,89,3449,4
"AMBRA1",996,890,1349,2277,1882,1668,2079,3061,3493,1464,2007,6084,3142,1205,1711
"AMD1",9018,10420,12651,7446,6251,5299,6467,8353,34324,8138,13088,33437,9617,3533,14857
"AMDHD1",30,1,62,56,47,51,22,521,2,7378,18,48,4,35,0
"AMDHD2",2308,1089,3045,2814,2043,3043,2428,2467,1656,3465,2287,2102,3261,469,3170
"AMELX",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"AMELY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AMER1",225,118,133,50,5,65,63,69,134,111,549,328,122,111,363
"AMER2",0,8,0,3,0,0,0,1,0,0,19,42,5,0,1
"AMER3",0,0,0,1,2,1,0,0,2,1,2,1,0,0,1
"AMFR",8049,4231,5646,12515,13019,13881,13096,11500,18374,16760,6505,16393,9950,5591,17173
"AMH",1,89,1,11,2,4,37,60,248,5,30,14,83,242,30
"AMHR2",1,2,14,246,19,33,1,1,1,55,3,0,11,0,0
"AMIGO1",228,567,882,585,2131,283,1415,659,1032,171,1221,1397,395,236,819
"AMIGO2",234,3099,1625,92220,1966,4127,2118,1864,6906,842,608,2194,3267,9,1213
"AMIGO3",0,0,1,0,0,0,1,0,0,0,5,2,1,0,0
"AMMECR1",2000,1486,2009,1545,663,1618,1240,1432,5447,1173,2108,1618,2559,470,2590
"AMMECR1L",1870,831,1228,1446,1878,1746,1927,1697,3270,1773,2572,4047,1294,1230,4791
"AMN",0,138,41,2,410,116,54,331,4,19968,2099,899,385,288,43
"AMN1",1704,469,536,643,550,377,673,1278,1736,825,972,1292,1261,564,1267
"AMOT",963,992,1162,2150,775,248,1495,562,1897,815,1662,2592,3269,4,1529
"AMOTL1",1690,1002,1532,1291,4362,2713,4838,2368,3918,2534,3097,15194,1782,1538,2653
"AMOTL2",1479,3005,5443,9929,35234,5557,19268,17587,4658,2859,4415,31108,6160,1186,10814
"AMPD1",0,3,0,0,41,0,2,58,0,103,2,0,492,2,26
"AMPD2",2609,3397,4834,1685,3078,4606,4250,5188,9994,3159,7054,5755,3915,1985,7426
"AMPD3",303,762,1358,248,1043,3687,839,2025,193,1439,844,1557,4640,688,696
"AMPH",1,42,217,96,769,201,644,462,292,292,203,246,1801,0,102
"AMT",46,112,208,51,1131,493,483,55,81,6813,775,368,256,4,109
"AMTN",98,19,988,1,0,0,23,0,15,10,1,8,90,3856,2
"AMY1A",0,0,1,0,0,0,0,0,34,0,0,0,0,0,0
"AMY1B",0,2,6,0,1,2,1,2,62,0,1,2,0,1,0
"AMY1C",0,0,1,0,0,0,0,0,28,0,0,0,0,4,0
"AMY2A",0,1,0,18,0,1,0,0,0,1,0,0,0,1,0
"AMY2B",75,40,92,201,341,107,227,16,27,551,497,122,279,105,81
"AMZ1",17,127,67,46,16,910,132,681,427,147,160,152,220,45,408
"AMZ2",14400,6977,9755,11629,11547,7304,7271,5490,16695,11353,13133,12659,9068,2550,33482
