"GENE_SYMBOL","TCGA-DA-A3F2","TCGA-FR-A3YN","TCGA-FR-A3YO","TCGA-FR-A8YD","TCGA-GN-A8LK","TCGA-QB-AA9O","TCGA-WE-A8K5","TCGA-WE-AAA0"
"OXR1",127,2214,174,438,441,665,2008,2102
"OXSM",103,810,672,521,597,269,624,749
"OXSR1",322,2834,2266,1303,1970,1132,2905,4796
"OXT",8,1,1,1,27,1,5,0
"OXTR",3,3,1,21,47,56,96,81
"P2RX1",655,74,74,39,2,53,17,34
"P2RX2",2,2,0,4,0,1,0,11
"P2RX3",0,0,3,1,1,1,0,1
"P2RX4",2801,4012,3041,1997,1741,1937,875,3386
"P2RX5",238,32,49,16,120,43,24,401
"P2RX5-TAX1BP3",23,57,9,30,58,12,63,37
"P2RX6",13,631,993,2701,74,185,579,55
"P2RX7",533,10540,237,7308,1184,634,3749,7508
"P2RY1",56,99,17,140,45,38,240,206
"P2RY10",122,131,0,7,0,16,34,96
"P2RY11",588,346,206,546,295,322,698,511
"P2RY12",8,142,0,14,3,10,170,40
"P2RY13",337,120,15,25,1,75,204,155
"P2RY14",17,33,1,8,7,6,42,53
"P2RY2",70,21,34,61,49,16,3,10
"P2RY4",0,8,0,1,0,0,2,3
"P2RY6",475,93,436,77,17,138,192,157
"P2RY8",2347,398,112,108,26,170,269,759
"P3H1",3800,9402,9593,5905,3524,966,5353,5579
"P3H2",97,30,447,154,267,26,89,6082
"P3H3",3707,119,6386,750,1585,603,1140,168
"P3H4",1240,3397,5492,2383,2290,1466,541,536
"P4HA1",888,7646,4899,2837,2186,1660,1872,6865
"P4HA2",1869,10815,8389,4226,6052,1535,2466,3842
"P4HA3",981,38,100,40,28,53,417,64
"P4HB",45394,88215,174686,47358,50420,18507,38695,109654
"P4HTM",922,1469,496,263,176,485,157,1713
"PA2G4",3117,11727,9286,9885,5994,5022,14129,11931
"PAAF1",609,661,3616,932,1888,380,442,1443
"PABPC1",17061,68610,22749,62018,49256,39152,101656,53208
"PABPC1L",39,1907,166,397,1194,1430,2697,1752
"PABPC1L2A",0,0,0,0,0,0,0,0
"PABPC1L2B",0,0,0,0,0,0,0,0
"PABPC3",5,17,5,46,43,25,59,27
"PABPC4",11684,25716,16182,12490,16210,4581,13677,15601
"PABPC4L",8,87,11,8,22,23,20,67
"PABPC5",16,467,46,1,99,4,175,250
"PABPN1",1447,3506,1801,2162,5038,3977,6918,5633
"PABPN1L",1,0,0,0,0,0,1,1
"PACRG",9,38,1,68,5,0,7,11
"PACRGL",44,935,106,247,327,293,583,584
"PACS1",8428,6059,9459,6224,6865,2369,4878,9045
"PACS2",4007,5132,3127,4743,2880,2884,5525,6201
"PACSIN1",66,46,20,8,2,20,40,74
"PACSIN2",1510,15333,10659,28589,16219,9346,13343,23646
"PACSIN3",270,1129,2631,3491,3623,3252,2983,1139
"PADI1",1,20,8,20,85,22,7,4
"PADI2",1111,215,179,171,731,1997,92,963
"PADI3",6,0,4,2,6,11,0,3
"PADI4",0,3,22,3,0,1,1,6
"PADI6",1,3,0,0,0,0,0,4
"PAEP",261,201,245800,38,8580,31859,5,8073
"PAF1",2413,4622,3676,3469,6261,2897,3410,5151
"PAFAH1B1",1572,7967,2778,2575,3927,2849,8266,6036
"PAFAH1B2",1065,6626,2319,2253,2188,2032,5401,4081
"PAFAH1B3",777,1570,2831,2977,3881,2205,2262,2141
"PAFAH2",320,5256,1098,535,946,281,506,1771
"PAG1",423,4087,1581,2644,2745,2546,3567,2168
"PAGE1",23,0,3,1,1,0,0,0
"PAGE2",2,0,0,4,0,45,0,0
"PAGE2B",0,0,0,1,0,5,0,10
"PAGE3",0,0,0,0,0,0,0,1
"PAGE4",0,0,0,0,0,0,0,0
"PAGE5",6,3,261,12,3,223,0,8061
"PAGR1",316,588,487,291,462,310,364,515
"PAH",2,10,5,1,0,163,0,8
"PAICS",775,13016,6388,6189,13362,4235,14538,11725
"PAIP1",172,2937,598,747,992,2458,4055,3720
"PAIP2",575,5538,1013,1536,1389,1689,2715,4136
"PAIP2B",47,1278,113,133,227,57,123,266
"PAK1",1867,3054,5226,1015,2952,284,764,1608
"PAK1IP1",54,1410,257,469,913,998,3115,2098
"PAK2",2245,9386,2703,3009,3416,2281,4865,6069
"PAK3",9,38,0,36,7,22,9,13
"PAK4",968,4772,10391,7518,13106,3981,3664,4870
"PAK6",0,5,1,0,1,18,2,13
"PAK7",0,0,1,0,0,0,0,0
"PALB2",146,1859,178,308,746,593,816,1021
"PALD1",867,424,481,244,198,97,1046,431
"PALLD",1715,6250,610,553,340,220,3200,938
"PALM",962,34,252,1565,708,551,756,140
"PALM2",0,13,1,8,3,1,5,16
"PALM2-AKAP2",2,13,3,8,2,0,4,48
"PALM3",2,3,8,53,117,17,3,2
"PALMD",143,104,62,150,78,26,146,151
"PAM",2094,6901,579,2352,2855,1586,1109,22387
"PAM16",103,344,406,575,862,386,828,757
"PAMR1",141,11,331,64,71,5,53,27
"PAN2",472,4058,1203,783,776,373,3121,2214
"PAN3",208,1559,260,580,682,1028,2964,2180
"PANK1",25,333,69,248,136,107,419,741
"PANK2",730,2823,1650,1625,1197,905,1719,2314
"PANK3",253,3556,288,1898,2044,424,2704,4165
"PANK4",814,3871,1162,1710,5002,783,2242,2298
"PANO1",22,17,47,29,22,40,62,33
"PANX1",302,1666,1436,583,1509,400,773,1264
"PANX2",35,127,1020,488,162,12,21,719
"PANX3",0,0,0,3,0,1,10,0
"PAOX",524,139,192,143,224,104,84,463
"PAPD4",321,2476,159,731,551,613,2169,2292
"PAPD5",131,1385,94,153,277,283,508,988
"PAPD7",369,1709,517,836,832,691,2151,1709
"PAPL",2,81,4,3,2,0,1,2
"PAPLN",3146,1029,124,339,77,347,503,628
"PAPOLA",1319,17215,1851,4276,4388,4877,7514,11087
"PAPOLB",0,0,0,18,0,0,0,1
"PAPOLG",163,2112,260,212,425,254,725,901
"PAPPA",13,21,27,6,15,13,21,39
"PAPPA2",4,22,19,1,3,3,2,18
"PAPSS1",1346,9643,2522,5070,1360,1242,7066,4541
"PAPSS2",665,451,303,351,476,115,413,297
"PAQR3",39,1915,173,140,339,258,602,1413
"PAQR4",406,1358,2870,2611,2954,2528,2573,1839
"PAQR5",7,146,160,135,235,61,135,85
"PAQR6",74,214,12,217,58,132,2150,190
"PAQR7",436,2641,1998,1244,1128,559,1242,1482
"PAQR8",707,3021,719,2948,1212,1162,5435,3676
"PAQR9",0,0,9,0,4,0,0,1
"PARD3",499,1321,527,1229,741,1627,3362,3994
"PARD3B",194,2209,368,798,309,3,951,838
"PARD6A",233,303,274,79,257,339,66,398
"PARD6B",3,224,35,50,83,122,114,198
"PARD6G",290,1540,700,556,517,814,1901,2876
"PARG",181,1117,114,439,546,383,589,1430
"PARK2",36,379,22,10,43,4,150,88
"PARK7",3587,21289,11359,9001,29181,7769,13455,11354
"PARL",1117,3472,3774,2282,1595,2009,1513,2762
"PARM1",1015,316,107,157,337,65,217,411
"PARN",1202,4954,2318,2816,6311,3762,3413,4896
"PARP1",4614,36252,19803,12306,14771,2704,11635,16856
"PARP10",4640,8846,3879,1598,3242,2754,8644,12900
"PARP11",162,850,98,32,239,46,510,496
"PARP12",1957,5596,764,333,529,1154,961,3439
"PARP14",1330,9395,879,663,964,2972,5721,8498
"PARP15",65,131,9,15,4,24,71,307
"PARP16",452,1032,711,391,967,280,916,565
"PARP2",245,1005,466,396,834,536,1578,1198
"PARP3",568,1393,2293,1012,1380,876,3311,810
"PARP4",1182,6036,1826,1649,2643,3207,3654,7576
"PARP6",1067,2395,1406,2489,3257,735,3295,2573
"PARP8",401,1233,103,197,582,147,705,1637
"PARP9",890,5792,1050,516,800,2267,2767,5843
"PARPBP",25,163,67,56,318,220,630,348
"PARS2",195,1003,767,650,709,180,329,558
"PARVA",2245,6152,12688,7565,8461,3318,9072,9246
"PARVB",3372,8155,27008,29894,13318,8643,11308,7135
"PARVG",4900,598,536,324,30,438,627,696
"PASD1",2,2,137,1,0,0,0,0
"PASK",274,737,835,545,934,636,725,1043
"PATE1",0,0,3,0,0,0,0,0
"PATE2",0,4,7,1,0,2,9,0
"PATE3",0,0,0,0,0,0,0,0
"PATE4",0,2,0,3,0,2,1,2
"PATL1",1549,3864,5194,3365,7602,1555,3477,3552
"PATL2",74,244,12,9,1,45,90,124
"PATZ1",1485,3091,3798,4505,2530,1724,3930,3607
"PAWR",75,839,12,284,632,1467,132,1990
"PAX1",75,0,12,4,1,3,8,1
"PAX2",1,2,3,23,2,0,1,1
"PAX3",8,10126,2146,4781,2849,516,7683,3977
"PAX4",0,0,0,1,0,0,0,1
"PAX5",160,68,2,40,22,113,3,1097
"PAX6",2,57,1,25,86,38,73,99
"PAX7",0,0,1,0,1,1,0,0
"PAX8",424,483,50,12,9,51,57,656
"PAX9",0,99,56,57,111,73,1,1
"PAXBP1",92,2370,152,239,746,336,2052,1421
"PAXIP1",213,1698,978,1189,937,647,2318,963
"PBDC1",271,2668,529,579,1684,1914,2372,2417
"PBK",15,511,364,389,1025,546,1867,776
"PBLD",38,162,25,66,93,65,176,369
"PBOV1",0,0,0,0,0,0,0,0
"PBRM1",575,6132,1131,3293,4875,863,4823,3039
"PBX1",550,920,70,411,268,13,1986,94
"PBX2",1548,4390,3906,7551,3096,3520,4004,3713
"PBX3",775,1030,234,178,417,358,733,1490
"PBX4",31,122,28,16,121,93,28,93
"PBXIP1",8792,23079,9878,12363,8863,1101,5189,10228
"PC",1033,3032,3279,2518,1856,978,1786,2822
"PCBD1",1476,2226,2539,2854,3195,1837,1890,2292
"PCBD2",71,317,109,183,236,166,503,346
"PCBP1",7760,21218,21757,11147,15682,5208,14945,18033
"PCBP2",9292,16056,19282,13965,6265,4814,36869,18222
"PCBP3",250,36,99,188,523,24,43,64
"PCBP4",830,2791,2885,4423,5512,2054,3541,1045
"PCCA",248,538,274,625,24330,2594,167,690
"PCCB",590,2777,5537,2302,3244,1221,3863,2575
"PCDH1",1188,1378,2372,5734,276,1708,3308,432
"PCDH10",0,25,29,18,7,9,0,85
"PCDH11X",0,4,1,1,0,0,0,0
"PCDH11Y",0,0,0,0,0,0,1,0
"PCDH12",969,252,1407,649,289,105,602,396
"PCDH15",0,1,6,0,0,0,0,3
"PCDH17",71,62,109,98,60,152,186,315
"PCDH18",452,269,95,117,49,36,411,152
"PCDH19",24,4,0,3,0,1,51,10
"PCDH20",0,0,0,3,0,0,0,27
"PCDH7",271,6265,113,2278,100,234,7578,7084
"PCDH8",1,1,0,0,3,1,1,1
"PCDH9",18,212,11,168,62,24,656,145
"PCDHA1",0,0,0,0,1,52,1,10
"PCDHA10",1,4,2,15,13,103,11,5
"PCDHA11",0,0,0,5,3,26,0,1
"PCDHA12",1,0,1,11,2,15,0,0
"PCDHA13",1,0,3,1,3,18,0,5
"PCDHA2",2,0,0,2,7,4,3,3
"PCDHA3",6,7,2,2,16,27,5,13
"PCDHA4",3,1,18,4,3,22,4,17
"PCDHA5",2,0,0,0,8,32,1,6
"PCDHA6",1,0,1,2,0,36,3,1
"PCDHA7",0,6,1,1,1,73,2,6
"PCDHA8",0,0,1,1,0,1,0,0
"PCDHA9",0,0,3,1,0,0,0,0
"PCDHAC1",0,0,0,4,1,22,0,21
"PCDHAC2",2,4,0,13,1,1,1,19
"PCDHB1",0,0,2,0,1,1,0,0
"PCDHB10",28,18,25,28,13,103,244,23
"PCDHB11",28,26,19,121,49,202,252,14
"PCDHB12",37,26,7,74,10,96,163,12
"PCDHB13",40,118,62,294,25,251,134,14
"PCDHB14",84,126,35,127,21,206,360,54
"PCDHB15",43,402,135,258,18,122,158,20
"PCDHB16",75,26,113,38,24,390,962,27
"PCDHB2",48,11,303,39,124,231,27,15
"PCDHB3",18,17,176,11,226,54,19,10
"PCDHB4",70,14,14,27,29,36,33,20
"PCDHB5",45,3,25,25,148,226,21,27
"PCDHB6",8,29,73,24,117,120,20,79
"PCDHB7",66,20,23,32,22,175,56,29
"PCDHB8",7,5,6,9,3,53,16,4
"PCDHB9",16,20,26,10,7,134,186,19
"PCDHGA1",5,41,10,88,9,157,52,9
"PCDHGA10",123,54,37,4013,35,196,45,1944
"PCDHGA11",30,264,20,21,31,9,661,160
"PCDHGA12",255,6213,781,73,19,259,1236,5685
"PCDHGA2",18,76,38,282,11,210,247,49
"PCDHGA3",33,22,61,23,10,25,391,11
"PCDHGA4",29,129,116,40,8,25,43,26
"PCDHGA5",60,52,47,26,26,14,41,77
"PCDHGA6",47,157,52,104,28,177,99,220
"PCDHGA7",17,105,13,29,30,14,17,65
"PCDHGA8",6,14,15,28,3,2,2,59
"PCDHGA9",101,130,316,22,56,6,55,221
"PCDHGB1",4,32,90,612,23,103,78,36
"PCDHGB2",42,88,169,191,19,8,83,116
"PCDHGB3",3,61,47,29,5,4,10,29
"PCDHGB4",10,28,83,1362,13,4,17,56
"PCDHGB5",75,133,70,1717,6,97,140,11
"PCDHGB6",83,43,23,107,239,29,44,70
"PCDHGB7",320,39,66,78,326,9,73,217
"PCDHGC3",1979,10389,3498,14757,938,443,3005,6055
"PCDHGC4",0,39,1,19,3,1,7,16
"PCDHGC5",12,45,5,47,4,2,14,22
"PCED1A",938,1917,1928,2801,1607,718,2560,1877
"PCED1B",1854,445,62,103,34,326,288,294
"PCF11",337,3531,786,846,989,749,2538,2698
"PCGF1",406,2001,1372,660,1242,576,1597,1599
"PCGF2",1388,5714,4412,5143,2717,3707,5190,3915
"PCGF3",515,4190,711,1123,2316,1126,4409,3599
"PCGF5",696,1996,587,565,1498,1588,1276,3557
"PCGF6",34,245,63,73,199,291,330,451
"PCID2",382,1621,2186,1135,753,1449,2097,2540
"PCIF1",2817,4499,4762,7332,4520,2371,5595,3705
"PCK1",0,0,2,0,0,13,4,2
"PCK2",2208,1954,2153,4336,2885,2857,4912,2064
"PCLO",3,81,96,315,1083,7440,85,452
"PCM1",686,8219,765,1675,3025,1942,6836,4806
"PCMT1",857,7545,3151,1994,5460,2541,7722,8594
"PCMTD1",221,2186,173,454,686,1078,1462,2592
"PCMTD2",325,5739,232,655,910,1909,5145,3164
"PCNA",809,7845,5905,5076,5947,4712,10286,6219
"PCNP",389,7146,1431,1457,1929,1985,6998,6514
"PCNT",1133,3029,1418,1296,2152,835,2188,1813
"PCNX",831,4745,1085,617,1280,755,2732,2349
"PCNXL2",458,1796,164,54,282,184,215,846
"PCNXL3",2921,3255,3517,3544,5085,1852,4163,5569
"PCNXL4",378,5455,597,1437,2225,1556,3676,4123
"PCOLCE",23015,957,6479,1296,929,9482,19821,1353
"PCOLCE2",44,58,862,214,36,5,11,140
"PCP2",4,19,18,11,42,22,3,52
"PCP4",0,0,1,6,0,0,3,0
"PCP4L1",0,1,3,24,0,5,2,3
"PCSK1",18,313,57,28,74,5097,32,165
"PCSK1N",10,7,17,19,1689,10,15,12
"PCSK2",0,135,199,596,135,1,5,35
"PCSK4",56,100,226,251,313,597,322,67
"PCSK5",141,53,63,63,17,45,80,87
"PCSK6",280,127,89,386,321,8,192,38
"PCSK7",880,1315,2519,1046,297,174,897,859
"PCSK9",8,17,30,75,830,21,36,21
"PCTP",450,5446,1377,518,721,250,916,2674
"PCYOX1",754,14267,2043,1633,2455,1199,2851,4804
"PCYOX1L",228,1595,474,1095,533,319,589,851
"PCYT1A",1618,4627,2871,3818,2775,1679,2701,5134
"PCYT1B",7,223,17,38,87,0,6,171
"PCYT2",1227,4147,4021,3551,8629,1311,3997,4893
"PDAP1",3188,7862,11202,9026,12617,6805,10923,4373
"PDC",0,1,0,0,0,1,2,1
"PDCD1",1587,554,48,37,21,403,231,164
"PDCD10",120,1518,346,298,546,718,1202,2427
"PDCD11",1505,4930,4211,5541,2945,2050,2997,5030
"PDCD1LG2",112,220,21,46,8,111,120,100
"PDCD2",455,2164,1044,616,1507,1423,2675,3488
"PDCD2L",116,325,311,260,430,322,211,386
"PDCD4",927,3746,399,5368,1044,6657,4440,4547
"PDCD5",263,1492,757,525,3181,2492,2195,3551
"PDCD6",1064,6099,2536,4727,4195,5922,8231,9633
"PDCD6IP",1438,10566,3006,3562,5968,3249,7688,10351
"PDCD7",377,1987,1659,801,3630,891,1862,1182
"PDCL",303,1239,411,486,592,493,1224,1296
"PDCL2",0,0,0,0,0,0,0,0
"PDCL3",292,1584,1158,528,1865,1706,1324,1452
"PDDC1",1555,1859,2445,2652,2888,2409,5150,5652
"PDE10A",69,107,97,11,138,117,692,247
"PDE11A",2,110,49,11,60,26,12,172
"PDE12",212,2398,727,952,1354,857,2054,2191
"PDE1A",90,53,27,204,12,213,107,55
"PDE1B",578,46,117,51,92,62,166,60
"PDE1C",22,5,24,4,25,0,25,20
"PDE2A",664,77,388,84,117,379,196,137
"PDE3A",82,1376,323,50,232,46,395,1603
"PDE3B",101,4785,255,293,397,224,433,1126
"PDE4A",2036,1970,2423,616,1961,399,850,1122
"PDE4B",341,6838,289,495,39,194,2485,899
"PDE4C",3,16,10,33,23,4,88,29
"PDE4D",76,1437,197,541,871,374,437,1414
"PDE4DIP",1529,20500,1152,2170,10835,893,2303,5909
"PDE5A",73,526,27,90,173,150,248,570
"PDE6A",3,7,2,4,2,5,11,7
"PDE6B",209,43,9,594,209,80,51,61
"PDE6C",0,19,0,2,5,4,8,11
"PDE6D",390,2165,1714,1239,1441,1509,1277,2154
"PDE6G",590,184,1372,188,25,114,75,83
"PDE6H",0,0,1,0,0,1,3,0
"PDE7A",582,1019,213,320,341,263,1107,965
"PDE7B",95,904,74,28,71,43,383,245
"PDE8A",301,1507,751,593,2174,466,2060,2133
"PDE8B",12,277,10,95,36,53,238,152
"PDE9A",125,24,222,796,1278,28,427,47
"PDF",29,88,117,152,193,68,218,165
"PDGFA",258,101,582,2188,640,702,10207,188
"PDGFB",1024,386,2318,1158,345,199,1289,623
"PDGFC",195,321,33,33,24,19,363,103
"PDGFD",405,72,26,86,183,43,2808,753
"PDGFRA",1795,264,103,73,6,205,1007,401
"PDGFRB",24709,1520,5372,2395,1293,558,7691,1811
"PDGFRL",2441,90,151,125,253,49,479,38
"PDHA1",1012,4854,3571,2090,8253,3546,5825,4466
"PDHA2",0,0,0,1,0,0,0,0
"PDHB",966,3642,3019,2391,4825,2065,4565,3555
"PDHX",165,1701,417,501,2076,1272,1180,2085
"PDIA2",3,11,12,4,1,45,4,12
"PDIA3",12183,36638,58872,12690,13579,17293,25386,34509
"PDIA4",8596,15061,44199,14897,7076,6355,12494,13342
"PDIA5",1373,1490,6910,1967,1200,557,1965,1136
"PDIA6",4537,26960,21492,8943,5502,2232,9768,14753
"PDIK1L",96,1398,110,116,367,289,612,1064
"PDILT",0,3,1,0,0,1,0,0
"PDK1",493,1437,613,258,603,154,795,805
"PDK2",1196,3838,2019,930,2947,456,1418,1855
"PDK3",346,1314,1970,320,991,72,471,420
"PDK4",190,5599,28,48,151,23,28,412
"PDLIM1",3489,508,2404,2157,1045,236,712,1522
"PDLIM2",1979,1397,3264,469,1064,341,1239,1006
"PDLIM3",172,2272,16755,794,5001,1144,193,2791
"PDLIM4",657,67,313,160,33,61,385,10953
"PDLIM5",719,5555,954,1908,1162,865,2926,4669
"PDLIM7",3375,980,2738,12628,3096,1401,4262,1443
"PDP1",191,8131,383,760,799,3202,1440,4161
"PDP2",55,1565,290,486,357,441,755,935
"PDPK1",522,2419,551,938,1514,779,1219,1433
"PDPN",2540,238,565,100,3,154,716,348
"PDPR",1518,4042,2102,3722,2219,637,2825,2255
"PDRG1",361,2260,1563,1145,2206,1255,1582,1647
"PDS5A",679,9226,437,1015,2967,2396,5690,6016
"PDS5B",283,1816,272,567,475,673,2461,2159
"PDSS1",39,185,96,172,361,363,548,456
"PDSS2",134,1762,375,224,703,405,1510,1731
"PDX1",0,0,1,1,3,0,2,0
"PDXDC1",2106,10952,6190,4812,9666,1811,6310,8605
"PDXK",9126,5262,6042,5979,6890,3805,6482,3297
"PDXP",68,154,197,314,176,31,233,230
"PDYN",0,1,7,0,0,2,0,0
"PDZD11",858,3997,2830,1898,3516,1721,2383,2723
"PDZD2",106,213,19,174,175,8,304,33
"PDZD3",0,0,1,0,0,1,1,3
"PDZD4",48,92,1766,1657,813,39,316,70
"PDZD7",34,145,203,127,146,110,133,243
"PDZD8",200,1879,201,593,683,500,826,1852
"PDZD9",0,5,0,1,0,1,2,0
"PDZK1",3,72,2,12,20,7,25,16
"PDZK1IP1",1,0,5,171,0,7,2,2
"PDZRN3",659,745,2681,3318,716,27,3108,406
"PDZRN4",42,0,0,2,9,0,9,1
"PEA15",7369,24336,22644,11719,11745,8644,16435,13599
"PEAK1",1381,5229,662,2193,2481,575,2013,3903
"PEAR1",397,93,221,121,45,13,291,100
"PEBP1",6700,25554,18902,8684,58494,12513,32486,25639
"PEBP4",20,2,14,83,0,3,40,2
"PECAM1",10174,3004,3694,3032,1809,912,2945,3295
"PECR",99,782,810,24,515,249,128,685
"PEF1",2400,9425,7303,3301,5246,1809,3215,7977
"PEG10",144,17725,1327,2408,1373,4220,3328,4871
"PEG3",34,8,3,869,85,3,40,14
"PELI1",319,2601,319,244,289,442,1200,2364
"PELI2",115,1197,252,882,528,335,893,1336
"PELI3",489,609,1371,1033,884,330,723,792
"PELO",399,2185,1039,1790,939,535,1361,2574
"PELP1",3015,5507,8764,8119,10206,3518,6486,3439
"PEMT",634,838,2690,1841,4358,1490,1444,920
"PENK",0,0,1,1,8,0,1,1
"PEPD",4177,7932,9336,5760,12459,2905,7185,6929
"PER1",991,8739,1691,2883,3255,1953,2869,4602
"PER2",483,759,284,448,181,104,456,612
"PER3",507,1709,142,634,5625,241,1027,1649
"PERM1",34,42,41,139,236,97,27,143
"PERP",518,7164,3361,573,3503,5451,5630,15116
"PES1",3406,8129,14692,4335,8793,3118,4520,8648
"PET100",526,846,994,874,1831,1185,1253,1151
"PET117",42,397,145,202,291,190,282,337
"PEX1",87,3558,355,431,718,387,1526,683
"PEX10",607,3500,1979,1729,2214,775,1541,1615
"PEX11A",33,982,355,385,476,110,313,554
"PEX11B",1127,4163,1674,2335,1992,1399,2596,1933
"PEX11G",192,132,105,164,138,119,241,148
"PEX12",89,2619,223,162,394,255,658,527
"PEX13",135,2071,547,348,742,485,885,1317
"PEX14",1043,2832,2299,1532,3092,984,1339,3056
"PEX16",1532,855,2512,2337,2521,1742,1731,2300
"PEX19",1058,11162,4490,4386,3552,1616,4802,4561
"PEX2",235,2974,376,780,842,860,1983,1747
"PEX26",1207,5927,4274,4426,4091,1705,3715,4983
"PEX3",62,997,243,71,497,260,770,729
"PEX5",966,4190,2814,1850,2136,980,2438,2544
"PEX5L",1,143,1,6,9,1,309,42
"PEX6",1170,6505,2669,6799,537,539,2345,2336
"PEX7",65,584,260,142,327,174,457,421
"PF4",0,0,17,5,1,8,1,1
"PF4V1",2,0,2,0,0,0,0,2
"PFAS",738,2273,2789,4185,2932,977,3224,1701
"PFDN1",1041,3623,1346,1950,2195,2762,3182,4381
"PFDN2",672,3295,4351,3992,5686,1933,5099,4381
"PFDN4",81,796,450,268,534,1108,1310,1684
"PFDN5",5147,13398,9186,6734,5201,8411,21595,14210
"PFDN6",478,1935,2655,4180,4587,5435,2288,2563
"PFKFB1",7,30,0,3,10,12,6,7
"PFKFB2",203,12755,321,4351,1249,426,2957,3859
"PFKFB3",3466,3460,5668,7866,3705,3173,3584,8427
"PFKFB4",387,2414,9858,810,1677,782,1263,3082
"PFKL",11807,16994,35536,13775,21060,5818,15889,18852
"PFKM",827,11903,10054,9657,4028,2444,7756,10966
"PFKP",2004,2337,18120,9099,20714,2329,6067,13160
"PFN1",39040,20568,60534,40766,66837,29677,58560,33775
"PFN2",450,6627,14006,4093,3279,1661,8155,7538
"PFN3",0,0,0,0,1,0,0,0
"PFN4",2,171,26,16,22,21,37,21
"PGA3",0,0,0,0,0,0,0,43
"PGA4",0,0,0,0,0,0,0,0
"PGA5",0,0,0,0,0,1,0,30
"PGAM1",1358,2222,4499,2184,2351,652,1420,4653
"PGAM2",0,0,0,0,0,0,0,0
"PGAM4",5,1,5,7,2,0,3,8
"PGAM5",940,1952,4056,1674,5301,1997,2890,3143
"PGAP1",21,2005,57,203,316,471,1390,870
"PGAP2",588,1350,2684,1711,2981,853,1222,1417
"PGAP3",1557,2894,1188,1318,682,701,2082,1664
"PGBD1",63,73,158,65,807,361,862,192
"PGBD2",71,806,221,307,321,152,211,725
"PGBD3",0,2,1,0,1,0,2,5
"PGBD4",16,488,24,59,48,81,149,225
"PGBD5",138,1654,883,52,629,70,67,92
"PGC",0,1,0,136,1,1,0,650
"PGD",7813,7886,5906,5549,6430,2070,2219,8369
"PGF",714,293,876,5523,137,7101,888,3474
"PGGT1B",159,1406,147,495,438,699,1266,2016
"PGK1",5517,46888,69790,20878,32316,13455,27833,57423
"PGK2",0,0,0,0,0,0,0,1
"PGLS",4062,1677,3546,6419,3045,3106,3333,4601
"PGLYRP1",0,0,13,1,3,0,2,3
"PGLYRP2",10,1,0,2,1,1,0,0
"PGLYRP3",0,0,0,0,0,0,0,0
"PGLYRP4",0,0,2,1,0,0,0,0
"PGM1",1901,13497,11169,433,18372,2062,4808,12833
"PGM2",230,3551,361,837,511,436,2622,1827
"PGM2L1",102,483,47,72,174,193,138,1250
"PGM3",289,2855,546,278,1211,414,2029,2227
"PGM5",254,104,354,225,97,87,104,93
"PGP",726,567,1351,1151,2649,1249,1452,1407
"PGPEP1",2413,3847,1205,879,3306,2339,1976,2723
"PGPEP1L",0,5,0,1,1,0,0,1
"PGR",7,0,3,10,1,1,19,3
"PGRMC1",473,10688,1615,2415,1680,1097,6627,5516
"PGRMC2",972,10226,2393,2471,1368,1199,5882,8374
"PGS1",612,5000,4922,1116,1864,651,1646,3809
"PHACTR1",385,5433,3709,4906,5530,1458,14620,7180
"PHACTR2",231,1583,32,114,166,109,1625,1008
"PHACTR3",2,9,10,17,10,3,44,2
"PHACTR4",966,7679,1841,1374,2430,534,2523,3815
"PHAX",193,2450,199,588,1439,730,2184,2544
"PHB",2223,16778,9865,8880,12727,5139,11354,18645
"PHB2",6273,8876,16105,17000,15126,6215,19162,15042
"PHC1",190,1161,569,529,901,253,708,641
"PHC2",4472,21738,34331,7621,12962,5864,10895,15703
"PHC3",214,2668,293,472,571,276,1096,1569
"PHEX",14,202,1,10,1,8,67,38
"PHF1",1986,4699,3754,4521,6198,1878,2590,4964
"PHF10",528,4528,546,342,2002,1895,3063,1925
"PHF11",332,502,211,202,253,710,627,836
"PHF12",2005,6837,1960,2034,1495,1204,2552,2583
"PHF13",671,3963,2044,1628,3603,797,1466,2280
"PHF14",248,3865,411,855,993,1412,3671,2563
"PHF19",1606,2397,5157,2292,2362,3284,8177,4266
"PHF2",1393,3229,1793,1501,1925,896,3507,2118
"PHF20",674,7071,924,1301,2324,1220,2546,3361
"PHF20L1",158,2366,225,574,951,1344,3946,3252
"PHF21A",1166,2249,584,995,1392,947,1380,2569
"PHF21B",0,4,26,1,11,18,0,2
"PHF23",1582,5159,6443,3783,4288,1745,5080,4213
"PHF3",573,4310,414,1208,1723,897,2680,3522
"PHF5A",324,1736,1794,3795,1228,1725,1436,1620
"PHF6",123,2715,184,321,599,612,1596,2037
"PHF7",72,411,91,293,304,143,288,474
"PHF8",1124,5319,2794,1993,1669,737,1888,2126
"PHGDH",2106,7190,15758,448,173,8206,3699,2695
"PHGR1",0,1,0,0,0,0,6,0
"PHIP",204,2842,223,347,1283,834,2544,3244
"PHKA1",139,2906,399,23,944,584,4,201
"PHKA2",615,2539,1347,641,1069,498,1932,1372
"PHKB",571,3045,471,779,689,818,1619,2952
"PHKG1",25,79,30,35,27,14,95,62
"PHKG2",1286,1364,1594,1155,1914,1338,1751,1568
"PHLDA1",825,34570,10702,6323,9309,11384,25148,28026
