"GENE_SYMBOL","GSM4799045--1050685","GSM4799049--1081893","GSM4799054--1005994","GSM4799056--1040211","GSM4799059--1005335","GSM4799060--1006796","GSM4799071--1055419","GSM4799075--1087088","GSM4799076--1096936","GSM4799079--1064719","GSM4799085--1096489","GSM4799086--1045404","GSM4799091--1028337","GSM4799095--1062786","GSM4799096--1045396","GSM4799102--1020143","GSM4799108--1046677","GSM4799111--1028265","GSM4799113--1097176","GSM4799116--1014302","GSM4799120--1091717","GSM4799122--1030566","GSM4799128--1028046","GSM4799129--1011434","GSM4799130--1064847","GSM4799131--1042693","GSM4799132--1081897","GSM4799133--1042013"
"BTG4",0,0,13,1,64,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"BTK",0,263,795,199,1766,60,280,755,0,837,2,3,344,29,375,0,0,309,402,361,405,767,79,478,269,0,625,1058
"BTLA",0,667,393,111,580,100,140,402,0,6,0,0,62,1,272,0,0,0,100,0,395,199,4,6,122,0,0,140
"BTN1A1",0,1,0,0,5,21,4,13,0,4,0,0,0,0,0,0,0,0,2,0,17,59,0,0,0,0,0,1
"BTN2A1",4,1018,4674,2885,2792,172,1722,1281,1,436,173,1041,234,29,1471,0,985,1813,2183,1343,3072,2731,2365,1753,1330,0,348,2434
"BTN2A2",2,837,2570,2636,3001,227,1627,1431,0,10,209,695,192,134,9707,1,152,993,2227,1289,3447,4390,1366,1588,1396,1,2230,2140
"BTN3A1",1334,2177,3522,4845,7756,250,2152,3653,0,1310,109,743,885,149,2449,0,1207,800,4469,730,8831,5490,1642,1549,1229,0,262,2833
"BTN3A2",780,3581,17693,4581,19136,600,4902,5255,0,1132,232,1251,2561,159,11100,44,1927,3773,9967,3994,9839,13783,6443,3798,4768,313,73,6877
"BTN3A3",11,1528,5512,4221,8371,235,1880,2073,0,467,91,458,1140,227,1977,29,1921,910,3134,773,6894,4333,2817,2077,1516,2,43,3813
"BTNL2",0,1,0,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0
"BTNL3",0,0,0,2,3,23,0,10,0,0,0,0,0,0,0,0,0,11,1,0,5,0,0,0,57,0,0,0
"BTNL8",1,0,673,12,82,51,76,20,0,1,0,8,0,8,102,0,0,0,0,0,40,0,0,0,3,0,0,4
"BTNL9",0,0,35,55,186,69,61,914,0,2209,19,0,308,210,98,0,15,66,4,152,213,27,674,684,43,0,0,254
"BTRC",26,499,944,756,785,138,295,399,1,153,23,1037,179,1,1146,0,12,1118,545,960,1065,1963,1480,1183,1262,0,133,1016
"BUB1",0,73,3167,4129,713,293,806,273,0,2,97,2637,1,28,687,0,61,1699,672,2991,159,952,382,752,961,0,30,3266
"BUB1B",1,14,3941,1396,291,189,434,258,0,1,232,1179,0,2,555,0,32,767,550,1405,190,269,145,860,918,0,31,2841
"BUB3",10,1647,16331,7009,5169,238,3277,1690,1,2317,54,7083,798,210,5405,17,364,3667,2864,5565,4390,10688,7608,5689,5788,578,1871,6306
"BUD13",0,41,651,750,1275,111,595,233,0,165,17,1022,58,2,379,0,58,538,308,740,1093,510,817,1052,560,0,82,881
"BUD31",0,172,1947,3416,3225,103,3244,185,0,370,613,3491,409,14,2783,0,1052,5760,991,1876,2131,3558,2242,1643,2401,1,514,6446
"BVES",1,1,1257,249,442,80,0,67,0,24,0,807,0,0,16,0,25,266,71,0,445,152,400,777,296,0,25,196
"BYSL",3075,13,1130,2579,396,49,714,160,0,0,9,2851,5,12,932,0,246,595,531,1341,532,664,548,1155,1441,150,548,1146
"BZW1",8,578,17743,7692,8803,329,5844,1149,0,2645,266,13687,1327,13,4474,1,2336,15916,2397,9640,6237,7996,6452,4234,5038,296,733,8380
"BZW2",9,601,6328,19509,7585,460,4743,499,0,719,331,2746,377,21,8280,1,3374,7284,4234,12950,2565,9516,7632,2146,13767,0,1103,16700
"C10orf105",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,0,0,13
"C10orf113",0,0,3,0,14,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,10,0,12,23
"C10orf120",29,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf142",0,0,39,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,3
"C10orf53",0,0,0,0,0,31,0,6,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"C10orf55",1,4,165,4,1,3,0,0,0,0,0,60,0,2,1,0,1,9,1,0,6,7,71,2,1,0,1,0
"C10orf62",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,32,22,0,1,28,0,0,0
"C10orf67",0,1,76,9,34,55,41,11,0,1,0,32,0,1,107,0,0,30,14,0,10,28,16,0,15,0,0,41
"C10orf71",0,0,0,0,1,10,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,5,0,0,0,0
"C10orf82",0,0,0,40,32,33,0,0,0,0,0,0,0,0,0,0,0,7,0,0,24,18,1,0,0,0,0,0
"C10orf88",0,71,1056,407,392,27,186,238,0,1,2,912,69,0,261,0,6,542,254,160,443,709,630,434,414,0,48,361
"C10orf90",0,2,25,9,7,59,1658,17,0,0,21,0,0,16,2081,0,1282,1383,1224,4634,1861,2902,21,4127,2473,0,238,2437
"C10orf99",0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,359,0,358,0
"C11orf1",0,9,760,300,1864,135,1361,118,0,332,6,158,103,0,595,1,376,1196,506,510,875,772,898,848,559,0,4,1449
"C11orf16",0,4,11,6,37,11,7,20,0,30,39,0,0,1,13,0,158,11,17,0,6,9,0,0,82,0,0,25
"C11orf21",167,440,28,25,39,2,56,197,0,3,0,0,12,1,9,0,0,1,11,9,76,112,42,36,1,0,0,16
"C11orf24",0,3,728,734,815,55,1744,148,0,66,76,699,103,1,655,0,1016,578,437,830,1160,790,114,733,330,0,155,936
"C11orf40",0,1,0,0,0,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"C11orf42",0,2,0,0,4,3,3,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2
"C11orf45",0,14,398,157,96,14,4,73,0,1,0,0,104,1,115,0,0,128,30,44,90,85,13,144,134,0,0,221
"C11orf49",212,48,818,1787,3231,289,1150,233,1,465,168,1801,78,13,1286,0,547,1878,882,2595,2649,2612,1402,1303,3142,0,94,2078
"C11orf52",0,0,0,0,14,6,2,5,0,0,0,37,0,0,0,0,0,1,0,0,9,0,0,2,9,0,0,0
"C11orf53",0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf54",106,628,1700,535,2208,134,698,479,0,431,25,220,295,15,417,0,628,1497,670,1015,1078,1362,1323,812,268,44,242,1183
"C11orf58",10,1445,14573,18016,23852,653,12386,3325,8,5741,434,12768,1622,90,7838,58,6315,18273,5144,9569,10975,22040,11803,7751,9154,737,2213,17057
"C11orf65",1,38,357,128,292,65,172,220,0,20,4,0,115,1,128,0,0,137,168,547,254,187,128,214,149,0,81,342
"C11orf68",0,176,755,244,403,48,659,203,0,184,15,879,347,6,367,0,52,824,287,1250,1312,555,973,708,380,0,172,593
"C11orf71",0,14,618,480,1247,47,708,120,0,283,5,603,22,6,555,0,77,422,293,1073,1055,287,348,1047,224,0,138,513
"C11orf74",0,0,1892,522,1736,37,560,110,0,1313,24,1139,224,22,488,0,1,631,238,459,554,761,296,837,522,274,11,825
"C11orf80",1,136,250,196,131,151,97,253,0,63,1,51,30,8,118,0,0,162,109,15,282,170,512,298,76,0,153,206
"C11orf86",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0
"C11orf87",0,0,0,0,85,21,0,0,0,2,0,0,0,0,17,0,0,2,4,412,0,20,2,0,12,0,0,40
"C11orf88",0,10,0,0,65,16,0,5,0,0,0,0,0,1,0,0,0,0,3,50,0,0,0,0,0,0,0,0
"C11orf91",0,0,0,3,14,0,43,0,0,0,0,0,0,0,0,0,0,14,22,49,3,9,0,0,32,0,0,3
"C11orf94",0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,7,0,0,0,1,0,0,0
"C11orf95",1,117,370,232,270,34,197,134,0,292,5,231,197,2,135,0,766,428,157,590,608,179,336,951,58,1,193,420
"C11orf96",0,24,9,45,15,25,172,12,0,128,12,30,50,0,197,25,7,60,123,27,162,113,74,146,110,0,139,32
"C11orf98",1,76,270,233,419,10,242,82,0,54,13,324,38,0,183,0,298,323,129,260,375,404,331,275,192,25,42,421
"C12orf10",49,196,2203,1705,1870,210,1799,100,0,1089,77,1698,470,0,1895,0,313,2735,803,1638,2797,3454,1109,1982,3605,52,203,3288
"C12orf29",0,101,2583,560,843,61,630,339,0,32,236,2193,10,0,815,0,175,592,288,1219,710,1174,406,855,432,222,79,1170
