"GENE_SYMBOL","GSM5673325--patient 7","GSM5673326--patient 8","GSM5673327--patient 9","GSM5673328--patient 2","GSM5673329--patient 3","GSM5673330--patient 4","GSM5673331--patient 5","GSM5673332--patient 6","GSM5673333--patient 10","GSM5673334--patient 11","GSM5673335--patient 12","GSM5673336--patient 13","GSM5673337--patient 14","GSM5673338--patient 15","GSM5673339--patient 16","GSM5673340--patient 17","GSM5673341--patient 1"
"SRPX",108,112,91,118,7,75,175,19,344,41,126,42,74,158,241,109,71
"SRPX2",138,145,73,94,17,69,65,17,169,52,44,62,131,16,71,50,41
"SRR",46,47,129,57,16,29,117,91,182,41,121,221,112,77,60,60,87
"SRRD",254,281,238,179,159,203,271,178,266,69,272,477,203,944,390,129,162
"SRRM1",1627,1723,1908,2253,1782,717,1559,1845,2970,922,1393,2469,2007,1862,3608,849,1063
"SRRM2",8898,9687,19376,17503,6418,1599,7355,7029,23897,14429,11615,22577,3864,9634,26756,17301,19074
"SRRM3",168,195,31,36,5,102,44,14,61,14,78,17,91,373,1130,8,8
"SRRM4",0,0,2,0,0,17,8,0,1,1,0,0,3,2,0,0,0
"SRRM5",9,20,17,30,6,4,10,15,41,24,8,88,5,7,48,17,19
"SRRT",2005,2092,3065,3252,1252,634,2094,2817,5227,1971,5622,8754,3363,3703,4100,2786,3227
"SRSF1",2220,2209,2976,2942,1272,1336,3014,3267,4832,776,3327,5287,3044,4234,4136,1317,1502
"SRSF10",1781,1830,2201,1431,1446,1136,2206,1974,2419,513,2173,3603,3199,2667,2329,986,1087
"SRSF11",4137,4153,5229,8347,4167,1928,2643,3135,8557,4052,4942,6992,3721,4172,7719,4365,5860
"SRSF12",68,78,92,88,30,32,169,7,75,6,76,498,81,329,112,20,4
"SRSF2",1556,1575,3362,3362,1804,1725,2690,2199,5493,1415,2941,5442,4581,3763,5292,1736,2437
"SRSF3",5082,5299,4715,3105,2624,3928,5553,3739,7793,1221,5280,10055,9727,8532,4259,1673,1840
"SRSF4",1556,1598,2165,1735,1463,519,1395,1769,2982,2153,2975,3357,3058,2851,3332,2040,2951
"SRSF5",3161,3227,6084,6138,1970,968,3204,5203,5772,5012,4691,8960,4429,4186,10177,6452,8835
"SRSF6",4822,4853,4536,4626,3678,2313,4607,3288,7526,2920,6406,13205,4583,4752,3906,3544,3448
"SRSF7",2333,2396,3083,2535,1550,1797,2456,2520,4649,1153,3091,5206,5758,3337,3648,1925,1684
"SRSF8",561,633,1394,1032,623,1222,2206,1402,1464,450,1030,1277,1868,1918,1788,801,701
"SRSF9",1060,1235,2119,2962,1501,1620,1639,1469,3335,602,4993,5124,3781,4458,4304,781,1055
"SRXN1",89,84,71,13,19,50,24,138,79,13,94,73,95,572,95,11,16
"SRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SS18",2672,2565,1383,1925,676,1292,1937,890,1675,611,1912,2019,1451,2807,2612,1066,1109
"SS18L1",699,666,490,699,401,347,549,360,781,872,674,1647,331,795,1809,1242,1329
"SS18L2",287,296,346,279,177,544,307,310,352,167,297,342,530,489,236,239,270
"SSB",3167,3236,2288,2286,970,2354,2818,2014,2848,380,2013,2223,6968,3140,3682,789,695
"SSBP1",1445,1433,1081,983,736,1664,2870,1836,2557,353,2607,1681,9691,3525,1000,729,737
"SSBP2",170,183,500,222,363,240,363,875,246,30,152,239,554,467,352,86,32
"SSBP3",758,765,1683,1747,1836,1473,2511,3002,6023,951,4323,3731,1110,2547,3514,1305,1540
"SSBP4",3687,4120,1789,1442,395,1250,2211,1646,3832,528,3110,5758,3128,1912,4688,1085,470
"SSC4D",10,13,50,25,218,23,302,117,299,44,82,46,475,1106,29,66,31
"SSC5D",109,129,252,127,30,26,134,88,338,30,99,265,35,18,168,84,64
"SSH1",570,636,1240,931,436,380,631,735,1487,343,1727,1993,487,870,1877,512,455
"SSH2",2586,2672,1311,706,416,247,241,472,1017,151,414,1109,198,1094,430,211,197
"SSH3",973,1100,511,1621,690,659,363,1899,1663,389,736,942,1004,229,2749,387,452
"SSMEM1",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"SSNA1",1300,1600,946,1121,469,1201,653,598,1614,459,1150,1248,3836,1805,1086,521,567
"SSPN",155,196,780,807,2603,655,422,922,669,32,2308,142,421,69,1239,33,14
"SSPO",29,49,260,111,11,6,158,140,586,109,285,659,147,15,105,233,172
"SSR1",6908,6750,3357,2578,2167,1546,2587,1795,5704,915,4556,2962,2905,6782,3842,1670,1683
"SSR2",5643,6175,3366,1949,3237,3156,6175,2405,8535,960,5986,11437,7481,10623,3586,1288,1380
"SSR3",2894,3003,2864,1816,2603,2258,4891,2287,3106,681,6712,1681,4503,5926,2110,1155,1340
"SSR4",5722,5912,5335,2690,2068,2594,3097,3209,3853,2149,8059,3006,6883,8106,3500,2556,2362
"SSRP1",1607,1701,2690,2525,1768,2446,3500,2956,4968,663,9206,4922,5820,2991,3845,983,1023
"SST",2,2,100,89,18,352,2022,6,799,0,95,1,962,53246,117,2,1
"SSTR1",90,92,14,0,2,28,0,2,13,117,0,44,0,2,37,230,506
"SSTR2",16,20,105,78,8,21,10,13,83,19,49,58,24,558,16,49,48
"SSTR3",1,0,140,104,0,1,227,44,75,6,8,4,11,0,22,13,0
"SSTR4",0,0,4,0,0,1,0,1,3,1,0,0,0,0,0,0,0
"SSTR5",13,6,0,0,0,0,23,1,0,0,0,9,0,0,0,0,0
"SSU72",3627,3705,2506,2174,3387,2694,3306,7063,4729,1616,5075,3491,14487,6480,4493,1907,2179
"SSUH2",4,10,133,5,71,9,28,12,9,28,25,24,44,0,4,11,4
"SSX1",0,1,2,0,2,0,0,0,0,2,21,0,8,1262,0,0,0
"SSX2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"SSX2B",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"SSX2IP",273,230,358,371,180,427,341,495,989,108,924,545,294,1145,298,95,171
"SSX3",0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0
"SSX4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SSX4B",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SSX5",0,0,0,0,1,129,0,0,0,0,4,0,0,15,1,0,0
"SSX7",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ST13",3686,3776,1809,2706,1896,1972,4135,1496,2573,1276,2054,2890,4256,3753,3783,2135,3487
"ST14",5583,6182,1785,3651,3072,2620,3267,8017,3605,148,2005,5611,4298,350,6137,245,315
"ST18",3,1,11,9,6,2,4,6,27,4,11,3,0,18,3,1,5
"ST20",35,24,82,46,33,54,90,102,73,71,76,138,167,116,54,92,65
"ST20-MTHFS",0,0,2,0,0,0,1,1,0,0,1,3,0,0,0,1,0
"ST3GAL1",578,647,2192,5079,1068,454,1179,2938,4677,4421,1794,1426,1130,1131,4868,4614,6234
"ST3GAL2",713,783,2022,1128,226,333,610,370,1935,495,3662,1598,467,1485,489,640,591
"ST3GAL3",115,146,149,113,117,158,450,174,384,167,714,393,189,437,223,174,226
"ST3GAL4",1787,1893,333,219,91,266,614,1099,513,244,405,211,725,8677,227,251,340
"ST3GAL5",61,51,764,439,90,65,181,192,404,248,513,307,52,437,136,444,385
"ST3GAL6",1089,1061,442,287,424,188,63,37,261,1008,273,225,248,146,1750,1130,1665
"ST6GAL1",1668,1734,6178,2275,484,1098,3419,3861,3201,5591,1395,5782,2597,1747,4602,12772,11172
"ST6GAL2",23,14,72,16,74,39,62,35,280,28,289,72,60,1,0,65,59
"ST6GALNAC1",104,126,719,602,85,958,24,121,1347,2,13,2,301,0,631,16,2
"ST6GALNAC2",212,269,892,398,469,620,10,179,1110,21,296,93,1274,57,670,211,15
"ST6GALNAC3",30,32,54,13,15,30,51,29,44,9,109,48,43,233,28,15,9
"ST6GALNAC4",176,194,721,396,127,355,335,537,965,63,1040,279,1768,528,359,67,34
"ST6GALNAC5",18,11,1413,1119,187,301,23,2905,169,4,1089,38,2098,93,68,4,0
"ST6GALNAC6",621,695,1657,1080,304,1405,627,699,1114,954,1346,1054,2336,940,824,1257,1301
"ST7",286,316,461,175,212,378,443,462,443,225,613,546,541,775,513,398,643
"ST7L",280,281,157,187,90,123,119,139,519,92,338,214,521,545,169,89,88
"ST8SIA1",103,105,269,121,39,29,14,168,119,9,72,56,55,72,41,11,6
"ST8SIA2",6,10,18,10,36,29,42,4,48,0,29,109,28,2,42,4,0
"ST8SIA3",0,0,0,1,1,55,802,0,3,16,108,1,3,0,2,9,22
"ST8SIA4",103,132,1032,388,126,99,30,253,451,19,279,380,70,1126,205,59,15
"ST8SIA5",8,14,13,265,55,3,19,3,6,2,95,30,11,384,25,5,1
"ST8SIA6",320,245,20,11,114,3,61,11,25,24,49,11,18,15,501,41,14
"STAB1",1237,1381,2041,3283,519,244,249,1396,1580,3587,4514,915,425,2864,1172,4712,1633
"STAB2",6,5,26,1,3,0,0,7,42,547,6,16,1,1,17,580,399
"STAC",11,6,10,20,47,69,55,140,77,4,663,0,42,1,44,4,8
"STAC2",5,6,6,8,18,7,3,27,293,3,250,152,26,576,24,55,0
"STAC3",194,193,107,186,42,21,19,60,126,87,111,161,31,133,74,153,86
"STAG1",583,613,550,283,296,297,1245,832,808,84,839,674,653,542,294,143,131
"STAG2",1858,1882,2085,1858,1384,881,1877,2316,1746,292,4672,1755,1838,3137,1685,634,697
"STAG3",84,113,216,112,41,17,729,194,180,243,133,207,27,80,91,109,118
"STAG3L5P-PVRIG2P-PILRB",69,50,74,107,67,4,35,61,69,104,33,266,21,8,68,155,120
"STAM",208,276,437,224,406,389,440,335,364,52,412,576,287,846,397,76,107
"STAM2",432,400,727,404,336,374,467,650,801,166,430,476,543,993,921,388,406
"STAMBP",1041,1091,611,678,624,329,944,603,835,241,1012,789,813,1753,2498,336,359
"STAMBPL1",32,59,415,274,48,36,56,175,240,30,160,137,41,394,102,38,27
"STAP1",2,3,553,347,6,9,0,67,259,0,8,1,1,5,20,6,2
"STAP2",41,69,309,292,299,506,163,435,295,984,524,1567,981,1294,811,1037,1632
"STAR",0,5,32,18,7,61,11,4,23,11,8,3,1,3,15,4,6
"STARD10",1123,1261,2501,1198,482,1414,1273,354,1302,8080,1498,1665,3354,4332,1889,7228,11328
"STARD13",210,225,200,174,111,155,66,132,224,151,171,70,196,115,246,183,297
"STARD3",960,1078,1632,1664,696,625,648,727,3594,753,1342,3074,1263,7475,2291,1079,802
"STARD3NL",614,625,801,285,340,606,1089,767,782,57,1110,869,1122,3965,1379,143,88
"STARD4",352,356,420,379,200,212,200,157,515,206,321,293,167,1161,945,327,493
"STARD5",8,23,140,62,28,28,18,63,91,365,60,96,60,90,92,474,246
"STARD6",1,2,1,0,1,0,0,1,2,0,4,1,2,4,1,0,0
"STARD7",1844,1766,3570,2336,1167,3711,3966,6558,4839,725,5024,2385,3332,5200,3767,1028,1347
"STARD8",172,183,243,118,19,37,95,32,168,179,157,56,41,111,300,176,185
"STARD9",111,100,304,199,47,18,97,91,246,92,129,140,88,281,90,138,94
"STAT1",1920,1925,7035,9665,3722,3080,1733,13828,8120,649,11576,1047,2542,3683,3510,1766,1321
"STAT2",1958,2015,3737,4431,1938,689,997,2496,2996,2922,5838,4402,1049,4790,4219,4818,4736
"STAT3",10282,11190,5877,7036,5514,2659,3180,4744,8427,3248,5120,6432,3776,14610,7744,3738,2993
"STAT4",13,9,411,219,37,8,16,124,132,191,38,54,4,89,47,403,292
"STAT5A",249,329,1802,1353,554,177,222,1451,1402,250,1030,440,424,1172,1016,567,243
"STAT5B",1081,1057,2214,1420,648,353,522,932,1124,681,1392,2711,544,2867,2159,1194,1329
"STAT6",3051,3275,5226,4344,1777,1111,754,4865,5621,3121,1181,7578,2757,3824,4834,3813,4329
"STATH",0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
"STAU1",4061,4186,2637,2580,2463,2139,3227,2999,3061,1255,4967,4443,1878,5753,6767,2289,3385
"STAU2",1149,1152,651,314,705,631,833,593,608,94,782,1312,1354,1228,1199,284,244
"STC1",2140,2277,116,455,179,90,294,55,510,14,491,2965,236,3211,1941,38,12
"STC2",184,158,199,208,193,75,1115,90,2020,8,972,707,184,5704,353,30,1
"STEAP1",43,42,221,201,69,72,41,219,177,78,804,67,574,369,374,173,196
"STEAP1B",2,6,15,12,54,15,38,4,31,0,8,21,19,155,17,3,0
"STEAP2",89,83,1385,437,240,65,123,1329,376,32,1275,202,593,214,1146,239,106
"STEAP3",95,98,282,375,227,127,191,1258,1764,5028,1832,1489,956,1002,259,6041,5642
"STEAP4",444,425,374,43,13,22,17,187,75,219,36,111,21,46,61,187,117
"STH",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"STIL",275,286,151,109,170,148,421,308,794,14,585,319,365,435,170,33,14
"STIM1",912,946,2091,1111,288,257,678,2217,984,531,1918,638,265,1621,366,705,886
"STIM2",542,570,1058,667,273,182,721,323,803,233,466,3931,363,1065,562,338,364
"STIP1",3124,3254,1932,4260,2211,4288,4646,3118,5705,528,7020,3521,8435,6598,5929,853,632
"STK10",435,475,2917,1676,184,206,505,1035,1856,225,797,384,226,1383,790,289,116
"STK11",2189,2371,2788,2180,645,1012,1056,1201,3529,1161,3140,5733,1317,2434,2478,1578,1540
"STK11IP",420,475,874,744,311,131,226,583,1409,259,911,1365,223,1163,705,363,231
"STK16",379,371,580,521,349,478,429,482,772,352,700,644,563,1252,574,403,644
"STK17A",315,359,1838,845,427,353,712,718,919,77,889,504,535,620,767,155,106
"STK17B",776,754,4869,1712,541,436,317,1255,2144,37,522,132,534,1611,782,119,34
"STK19",320,369,211,770,207,179,505,187,675,338,276,771,551,600,532,545,324
"STK24",1216,1171,1338,538,563,652,1765,3013,957,138,1911,1478,674,926,863,216,269
"STK25",1596,1603,2150,2109,1144,951,1716,1938,4832,1283,2091,4743,2107,4199,2666,1277,1573
"STK26",296,306,729,305,158,63,232,259,550,36,968,706,218,28,243,59,87
"STK3",1243,1147,526,340,523,1141,668,477,512,169,425,622,746,1143,2142,218,245
"STK31",2,2,17,8,190,41,11,4,162,11,14,13,97,96,329,15,11
"STK32A",3,10,8,17,104,26,125,68,24,6,63,0,149,170,45,3,5
"STK32B",45,47,138,55,5,26,67,24,70,6,68,1,49,37,20,6,2
"STK32C",78,80,272,327,39,255,489,253,669,94,811,540,609,948,603,75,67
"STK33",75,74,107,21,70,55,129,19,106,8,531,418,114,284,13,85,5
"STK35",1692,1735,1066,571,813,589,627,2071,1383,300,763,2036,807,1229,1549,481,615
"STK36",789,751,709,561,440,95,603,347,2147,277,1733,4375,293,729,1551,1065,315
"STK38",1808,1747,1397,1420,1136,369,1042,777,2178,488,492,2080,811,1937,1139,725,537
"STK38L",417,400,1137,1521,1231,781,706,1270,1415,122,928,826,1504,437,707,281,221
"STK39",333,333,540,317,156,164,672,541,391,12,316,703,433,1183,1337,75,20
"STK4",491,542,2762,1568,656,266,652,1182,1827,188,2017,1200,260,1107,736,347,274
"STK40",841,948,1888,989,590,545,1569,1306,1553,846,2845,1576,928,3087,2768,964,1201
"STKLD1",40,44,14,37,6,16,33,18,32,25,36,52,63,25,46,47,43
"STMN1",3937,4091,2630,1383,2797,4501,10630,2281,4887,136,4500,10060,25751,15194,2481,453,235
"STMN2",16,12,45,16,0,5358,8,7,18,7,4,81,2,30,6,20,2
"STMN3",1467,1644,794,1269,83,524,212,324,1409,28,230,451,371,120,960,67,32
"STMN4",0,0,0,1,0,188,1,0,0,2,4,6,0,0,0,0,0
"STMND1",0,2,21,0,4,4,4,0,2,1,4,2,10,6,8,2,1
"STOM",1956,1866,2225,1024,371,1267,951,1472,1759,2481,1091,1341,389,3041,1838,3805,4303
"STOML1",179,152,267,360,146,173,428,190,453,160,195,320,553,471,195,182,219
"STOML2",1852,1956,1157,1555,619,1658,1803,1784,2715,727,4243,2400,3659,9823,1577,938,1220
"STOML3",0,0,8,0,1,3,2,1,3,0,2,0,0,1,23,0,0
"STON1",103,112,121,60,73,221,595,249,75,30,340,656,337,226,858,47,37
"STON1-GTF2A1L",0,1,0,0,1,0,2,1,1,0,0,2,8,0,0,0,0
"STON2",1080,1182,143,445,1414,708,213,2697,384,22,416,90,957,308,335,79,31
"STOX1",61,67,130,35,132,157,38,120,102,3,269,97,133,83,143,3,2
"STOX2",131,125,244,211,443,119,272,165,189,78,195,524,62,370,247,190,79
"STPG1",193,194,148,69,165,107,167,170,199,24,156,279,427,268,273,33,33
"STPG2",1,2,2,2,4,0,1,1,3,0,1,1,4,22,55,2,0
"STRA6",27,37,498,405,68,53,1592,99,1499,1,121,2522,720,986,181,566,1
"STRA8",2,5,14,10,5,35,1,11,220,0,10,21,4,0,110,1,0
"STRADA",290,329,263,287,77,55,97,102,269,101,78,721,145,160,402,181,154
"STRADB",233,215,239,164,86,121,433,177,270,392,384,424,225,774,146,702,979
"STRAP",1955,1933,2163,1337,2211,1772,2739,1828,2971,414,5183,2779,6069,3023,2802,624,747
"STRBP",795,782,1077,901,570,1605,1221,1072,1359,167,788,1244,1224,873,1125,201,233
"STRC",4,8,1,11,5,1,0,0,15,3,1,1,10,0,3,4,7
"STRIP1",660,748,902,749,241,412,474,1009,1662,200,1176,992,531,1418,664,328,283
"STRIP2",19,22,169,82,9,10,40,52,143,10,86,34,21,242,29,17,14
"STRN",787,796,632,464,389,358,512,958,710,142,464,299,365,620,1021,209,221
"STRN3",775,789,514,362,287,519,608,496,634,260,395,1200,365,1231,1389,416,503
"STRN4",2301,2555,1648,1235,864,1119,1382,1808,2905,609,2577,6275,704,5035,2150,803,665
"STS",226,250,439,176,47,125,204,625,210,137,570,180,116,224,197,221,387
"STT3A",3878,4033,2200,1532,1317,554,3212,2373,2270,799,2632,3790,2600,9716,3896,1292,1576
"STT3B",4385,4192,2916,1741,958,1312,3169,2665,3337,710,2278,2616,1130,3398,3713,1227,1412
"STUB1",989,1136,1179,785,396,1115,1020,657,1511,462,1277,1194,2531,1901,2397,563,775
"STX10",640,687,911,733,634,625,932,876,1089,538,1852,1457,2374,1594,1613,771,882
"STX11",22,18,203,107,9,28,5,83,156,13,353,7,12,26,103,27,6
"STX12",1049,1012,806,540,414,554,651,756,566,262,711,623,734,1078,1273,308,385
"STX16",1806,1926,2620,3890,2576,765,1512,1552,2700,1503,2221,3787,1968,2599,9992,1936,1797
"STX16-NPEPL1",32,36,76,55,5,0,36,26,55,26,43,88,11,11,121,37,35
"STX17",267,266,328,191,130,176,565,496,303,165,341,414,308,206,378,159,263
"STX18",4064,4023,1012,484,386,1507,826,323,985,222,504,1067,1010,2109,1658,444,376
"STX19",2,6,26,1,165,80,14,24,9,2,3,32,102,1,41,1,1
"STX1A",111,139,120,160,112,177,141,83,397,47,389,543,138,200,163,89,29
"STX1B",4,7,92,65,16,65,144,52,65,353,443,98,69,62,49,270,427
"STX2",196,222,497,250,47,137,224,116,178,110,559,468,103,531,95,338,255
"STX3",1510,1460,399,474,336,624,456,663,695,88,1053,836,584,1734,1227,121,86
"STX4",816,874,1287,1224,544,624,898,797,1525,695,3301,1100,1600,2018,2147,855,969
"STX5",665,675,702,758,957,912,1044,804,1362,388,1660,885,1391,1170,1404,396,567
"STX6",898,931,1109,888,311,682,2058,814,1457,82,1357,3745,1092,1062,1299,167,136
"STX7",1497,1479,2025,1207,794,647,510,934,1609,281,1323,2434,721,3098,1277,369,486
"STX8",284,268,352,291,461,280,279,208,420,229,297,487,1122,1445,360,312,330
"STXBP1",305,345,596,499,422,1246,579,532,361,65,510,705,589,1667,981,140,53
"STXBP2",1677,1806,1197,1322,742,310,603,829,1624,669,2244,2329,1081,1297,2431,676,754
"STXBP3",782,747,874,670,315,708,477,936,1179,220,850,772,827,558,781,436,371
"STXBP4",294,284,154,91,82,90,98,71,263,36,64,409,72,705,265,79,45
"STXBP5",450,418,969,278,441,181,381,214,369,56,517,460,128,414,1026,107,77
"STXBP5L",7,8,1,3,0,26,10,0,3,0,7,1,3,14,25,0,0
"STXBP6",213,225,338,892,213,1394,385,289,1297,44,257,156,2779,294,2704,99,32
"STYK1",67,66,29,25,60,15,1,120,111,4,16,60,157,24,192,11,1
"STYX",392,398,631,309,116,347,501,531,443,278,507,797,390,517,1235,387,804
"STYXL1",583,643,274,666,512,770,818,687,624,255,961,863,1889,1119,992,281,364
"SUB1",1599,1693,3517,2048,3161,4818,2775,2294,2866,538,10805,1409,6716,5334,2476,969,1203
"SUCLA2",1188,1217,543,366,376,1015,728,740,462,114,480,425,451,777,621,234,265
"SUCLG1",1879,1836,868,1164,737,1410,1625,1733,1869,1053,1382,899,4226,6559,827,1477,1806
"SUCLG2",1866,1857,675,626,301,967,964,1122,1491,1236,1090,1082,1836,773,1216,2158,3758
"SUCNR1",21,7,56,45,7,16,13,65,112,12,71,8,4,179,31,58,31
"SUCO",2830,2656,1539,939,366,621,1526,1760,1464,115,1315,3553,409,1418,2753,265,185
"SUDS3",604,655,1289,1610,1600,775,578,908,1546,307,1700,2684,472,728,1936,548,715
"SUFU",298,327,611,307,259,220,659,559,719,160,935,1154,212,382,572,267,218
"SUGCT",435,454,113,43,24,168,168,39,170,187,114,213,197,40,149,324,510
"SUGP1",595,665,682,653,334,355,814,891,1347,484,1727,2509,969,806,1187,547,560
"SUGP2",722,707,1868,1116,284,292,2160,861,2580,576,2287,3967,1030,1389,3049,665,846
"SUGT1",770,736,707,491,491,589,515,804,577,353,804,1047,1227,1228,606,540,639
"SULF1",1845,1894,1410,2669,1789,1146,1212,108,4307,60,2402,2266,1714,1157,2365,188,52
"SULF2",3504,3609,1635,707,109,387,551,173,2185,445,871,321,525,2812,1589,614,631
"SULT1A1",153,150,824,286,248,135,325,24,367,3251,274,488,441,530,326,4075,7707
"SULT1A2",1,5,24,20,23,21,18,49,10,498,5,90,221,403,91,413,1409
"SULT1A3",4,2,2,3,2,1,1,0,4,0,1,7,4,3,8,2,1
"SULT1A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SULT1B1",4,6,51,13,0,2,2,18,39,88,3,30,0,3,2,584,163
"SULT1C2",331,310,572,202,69,374,347,6,124,123,150,651,626,2814,317,256,7
"SULT1C3",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"SULT1C4",3,21,19,9,2,6,180,4,18,41,11,518,8,240,51,78,39
"SULT1E1",0,0,4,2,1,0,9,1,4,289,5,10,13,1,4,614,961
"SULT2A1",0,0,0,0,0,2,0,0,0,3496,3,767,0,12,0,5560,10752
"SULT2B1",386,425,12,32,95,116,1,200,34,1,13,5,102,24,49,1,4
"SULT4A1",245,206,7,98,98,491,156,130,161,0,143,4,235,21,28,6,16
"SULT6B1",0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,1
"SUMF1",2448,2476,748,736,695,946,838,1274,1396,233,878,978,1405,845,1368,375,484
"SUMF2",5359,5661,2494,1113,1337,1263,3078,2690,3411,999,4798,5007,6599,9111,3755,1107,1514
"SUMO1",1529,1443,1403,1393,1735,3268,1725,1558,1784,732,1471,1639,4567,5829,1249,1598,1634
"SUMO2",4763,4934,1574,1393,1603,2388,2375,1034,2635,446,1660,4545,4790,2486,2841,685,882
"SUMO3",2485,2598,2304,1156,1306,3119,1833,3666,3036,459,4853,3576,1459,4253,1993,818,825
"SUMO4",8,12,22,21,17,1,1,4,8,13,33,14,2,10,9,7,12
"SUN1",2077,2037,2685,1000,1311,897,2191,1644,5819,977,3161,5489,1181,4819,5694,1313,1421
"SUN2",1438,1663,5484,2634,1076,544,1473,2151,4514,2283,1963,2819,819,705,2299,2948,3795
"SUN3",8,18,1,1,0,0,5,6,0,0,1,1,6,5,4,0,1
"SUN5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SUOX",800,862,424,402,335,664,398,601,856,1616,576,1376,596,1389,1078,1213,1764
"SUPT16H",1804,1928,2209,1848,967,1880,2966,2817,5320,427,4056,8225,2714,4675,4240,685,663
"SUPT20H",2228,2223,879,813,369,196,1203,688,1112,221,711,1484,1083,514,1552,380,294
"SUPT3H",167,152,139,86,98,106,394,58,147,33,300,557,335,462,199,60,67
"SUPT4H1",1388,1396,1245,1365,814,1581,875,1015,1564,513,1055,1777,2567,4688,1779,724,869
"SUPT5H",3885,4340,3016,2995,2594,1223,3505,3677,13885,1947,4416,6359,1436,3558,8238,2988,2056
"SUPT6H",2165,2378,2744,1901,1159,603,1597,1757,3576,1566,2112,3902,917,5718,1961,1599,2170
"SUPT7L",846,845,896,740,436,329,854,575,1249,539,901,1541,1216,2017,2150,843,658
"SUPV3L1",320,310,470,496,408,449,524,578,901,275,1370,1119,872,738,608,304,449
"SURF1",742,723,606,627,330,782,451,382,1087,698,630,844,2828,2007,478,768,1350
"SURF2",516,558,264,365,107,438,304,228,647,165,480,436,1695,685,288,160,218
"SURF4",7664,8104,4497,3874,1377,2433,4196,2220,5090,2733,5353,4352,4051,9292,7276,3500,4665
"SURF6",1499,1690,970,1271,271,472,598,778,1692,389,1073,2032,1587,1040,1991,500,562
"SUSD1",312,303,357,175,49,173,133,183,275,14,140,254,126,378,193,26,15
"SUSD2",403,441,4045,3760,79,188,101,4856,1304,51,245,135,513,37,944,434,33
"SUSD3",232,273,608,352,309,360,697,2653,362,129,425,245,1511,257,78,79,99
"SUSD4",433,446,678,432,164,107,144,1229,596,38,567,816,732,33,336,133,79
"SUSD5",72,64,147,34,21,64,85,16,35,6,89,100,8,360,17,6,1
"SUSD6",1019,1085,2336,1903,1215,317,392,2125,2249,303,2795,1360,664,1101,3453,405,425
"SUV39H1",132,183,258,247,86,151,275,235,398,145,966,268,246,890,116,144,167
"SUV39H2",149,168,220,149,188,300,499,168,258,33,723,451,482,774,119,54,45
"SUZ12",1045,1160,958,549,746,696,733,596,1065,187,1206,1587,381,2351,895,329,397
"SV2A",16,15,124,38,113,78,796,40,108,6,688,2665,64,1697,164,69,9
"SV2B",23,23,38,23,1,115,150,8,26,3,5,2,2,33,9,6,4
"SV2C",8,6,5,8,7,242,25,77,14,3,97,6,16,114,60,3,3
"SVBP",157,204,286,189,323,355,399,189,575,78,232,406,1799,941,382,165,149
"SVEP1",174,161,366,133,47,74,61,61,214,53,43,56,59,29,101,109,67
"SVIL",946,988,1484,743,2446,430,897,1075,1548,345,1728,1481,235,1101,1120,537,551
"SVIP",590,604,972,441,560,1171,383,519,554,213,777,671,1337,862,2224,294,273
"SVOP",1,1,3,3,2,53,9,0,1,12,4,4,8,75,7,13,25
"SVOPL",35,44,30,12,65,10,144,160,136,0,10,12,152,5,3,1,1
"SWAP70",510,484,2856,1233,281,380,390,1097,1583,82,1264,674,383,982,461,141,125
"SWI5",285,320,226,597,165,685,446,120,541,151,687,399,2402,586,483,212,279
"SWSAP1",84,102,101,103,65,98,72,87,113,126,106,209,388,94,248,102,149
"SWT1",161,151,131,79,61,57,167,82,138,51,165,548,121,268,142,100,103
"SYAP1",4132,4279,1230,1083,492,711,87,2055,816,673,3561,995,2629,4310,1145,1096,1146
"SYBU",104,105,245,31,136,205,28,275,71,628,223,103,200,251,267,682,766
"SYCE1",0,2,7,1,0,0,1,0,0,4,5,1,0,0,2,10,8
"SYCE1L",46,59,58,82,24,33,41,25,122,39,64,144,133,212,166,37,28
"SYCE2",21,13,21,29,37,17,100,12,46,33,58,64,169,13,63,36,121
"SYCE3",23,47,6,51,14,22,12,10,189,4,4,8,121,29,33,6,1
"SYCN",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"SYCP1",0,1,0,2,0,3,10,0,0,0,0,0,0,13,11,0,1
"SYCP2",115,107,220,71,970,82,433,56,213,14,5,199,49,157,546,30,14
"SYCP2L",2,0,21,3,41,0,26,2,146,12,1,183,1,23,32,9,6
