"GENE_SYMBOL","S01","S02","S03","S06","S08","S10","S11","S12","S14","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S29","S30","S31"
"ECSIT",8.337182927,7.658986854,7.568048303,9.536122474,9.167632656,7.621029709,9.200772632,9.4458642,8.953840803,8.424955648,7.776107146,8.486039795,8.883525312,9.452832552,9.478792662,8.054053283,8.966953429,8.930822747,8.886104679,8.580551883,9.349242378,8.68881146,9.506193983,9.842755799
"EDC3",10.5120467,7.789959748,6.250061165,10.26213034,9.103242314,3.047905216,9.309944821,9.865562831,9.200772632,9.242497852,6.981300757,9.149628101,8.903192067,9.13387976,9.006494929,6.381635712,8.905931605,7.278645263,9.796830767,8.840544745,9.796830767,9.275994207,8.900452529,9.329577109
"EGR1",8.666039058,9.755919087,8.662970546,8.342116413,9.790396977,7.876107198,7.865145484,8.083648089,9.063804102,9.023032253,9.004100508,9.270430804,8.703996145,9.732408792,7.937189802,8.512483401,9.873581926,7.437483542,9.539056061,8.449043594,7.808229883,8.252629718,9.056789215,7.949610018
"EGR2",7.963741311,7.904973607,8.354381098,8.635249075,7.422953163,8.698783494,7.283478003,7.88554341,7.222019352,7.861291642,8.647812078,8.268284631,7.961186191,7.656395615,7.320452483,7.618386956,8.104981422,8.531159072,8.315532186,8.315532186,7.541044364,7.058413715,7.317221558,7.155659982
"EIF2B4",10.05203166,9.437092841,8.70932546,10.30213141,9.176168402,9.329577109,10.83337207,10.06208609,9.493076344,9.312096675,9.060296658,9.136736454,9.64291886,9.582301057,9.982375339,8.816872411,8.512483401,10.03000856,9.706675215,9.564466046,9.965420932,10.18302647,9.732408792,10.00407001
"ELANE",3.702382975,3.57058478,4.920550722,5.156544342,4.84407437,6.490219907,4.234301103,4.586295185,4.655072524,4.128973588,4.713671039,5.31543769,4.364499911,4.521924662,3.371364915,4.438800388,4.498260144,4.991039149,3.97769749,3.371364915,3.617594707,4.364499911,4.565942183,5.360341502
"ELK1",7.169872305,6.681358918,7.658986854,8.591651585,9.928523222,7.5879601,8.122596786,8.471341873,8.180436862,7.730247892,7.456050174,8.246054343,7.283478003,8.28443925,8.412194647,7.70487092,7.773976538,7.474814358,7.309936675,6.762095459,9.046199812,7.492539086,7.977229491,8.366327905
"ENG",7.058413715,7.202225376,6.965759527,9.62368639,9.052536005,5.97698894,8.589329134,9.036490546,9.242497852,10.22025013,6.250061165,10.38853234,10.22025013,10.00708344,8.033618104,8.199276247,10.59381062,5.793150662,6.280948348,9.225262524,8.287717698,9.031545596,10.47072146,8.413917482
"ENTPD1",8.102611804,7.483310234,8.647812078,8.231745867,8.737016271,8.652977873,8.018607172,7.765591259,8.239098371,8.66910757,7.474814358,8.833573191,8.542384025,8.429517928,7.145319467,7.656395615,8.536918826,9.319270781,8.346236184,8.462270292,8.424955648,7.717057744,8.235422119,8.277858864
"EOMES",6.618336915,7.164699309,7.499952683,6.222339352,6.408357419,7.414976932,6.668294945,6.163571535,5.97698894,6.662108482,7.323559395,6.257505333,6.102441036,5.84374654,6.197780488,6.959010593,6.000107683,6.540493985,6.257505333,6.301114785,5.937482809,6.210959664,5.882485765,5.868685462
"EP300",10.85128361,8.484260642,7.479003044,9.851878707,9.993066229,8.609268292,10.6708669,9.344169744,10.07152977,9.855668592,8.023783907,10.22025013,10.14985354,10.01990331,9.652341167,8.366327905,10.30213141,9.303184157,10.29068241,9.755919087,10.40207421,9.452832552,10.04105357,10.3169505
"EPCAM",11.51571174,10.38853234,8.930822747,7.426263653,6.942815104,8.376420456,8.035833512,9.349242378,9.592399233,7.393598859,8.309213129,9.76740385,9.790396977,8.66045197,6.857503916,7.963741311,7.985923873,7.497256295,12.63820875,9.314248528,6.294694527,7.845738055,6.959010593,10.30213141
"ERCC3",10.87955928,9.386742806,9.982375339,9.349242378,9.072228584,9.0774003,9.270430804,9.392829244,9.109255364,8.900452529,9.72834045,8.514245397,8.471341873,8.843508191,9.466589596,9.048282796,8.193022151,7.845738055,9.682321395,8.395258851,9.466589596,9.158554692,8.525260786,8.633878079
"ETS1",8.437791936,8.894852699,8.782984262,9.882000641,10.40207421,8.616685363,9.163751781,9.813662754,9.714679171,10.29068241,8.023783907,10.57242427,10.2508849,10.0802362,8.833573191,7.63987691,10.5472852,8.188367725,8.970524712,10.13043429,9.034018071,9.327813526,10.14985354,9.28801033
"EWSR1",13.30997293,11.27525845,11.90414044,10.95901651,10.56623737,11.68159315,11.25181995,10.34277445,11.27525845,11.30411302,11.59853674,10.70347019,10.83337207,10.63705195,11.49510384,10.3169505,11.03094982,11.06683372,12.24600004,10.44402172,11.44549134,10.9377498,10.70347019,10.41186098
"F12",8.224129809,11.44549134,10.64937064,11.7359146,7.717057744,7.603300889,9.891644702,11.25181995,10.64937064,10.01990331,9.652341167,11.51571174,11.47025424,12.69274229,8.972790711,8.1670553,12.07754452,10.38853234,12.5961492,11.30411302,11.22088754,11.75365188,11.65049586,11.83672428
"F13A1",9.971381506,9.452832552,10.60971728,9.613770183,10.30213141,11.10580396,9.865562831,9.314248528,9.380835365,9.982375339,10.26213034,9.851878707,9.652341167,9.613770183,10.09052434,9.949161622,9.095156358,9.429981283,9.437092841,8.933852386,8.92295585,9.928523222,8.36056093,9.64291886
"F2RL1",8.695441096,6.904796332,7.42841619,6.953146366,8.248323684,7.671547799,6.420728503,8.071263251,8.890478689,7.573281131,8.399225734,8.185433146,8.018607172,7.265062073,8.63050125,6.668294945,7.21658156,7.733914822,8.040746245,7.240449103,9.254273564,9.409677282,6.571726363,7.401676564
"FADD",6.924713094,6.868874478,6.851768437,8.270607674,8.412194647,7.281061633,7.937189802,7.449304149,7.767079297,6.420728503,8.317824585,8.077385908,7.541044364,6.896372077,8.405146305,9.223070432,6.891569626,8.335216668,6.99701078,6.475726672,8.650394976,7.615784526,7.768567335,7.605397443
"FAS",6.102441036,5.419895743,6.603386273,4.633922667,5.854885158,7.028108429,5.251387517,6.210959664,4.599533997,5.270404715,5.824019851,5.481446994,5.854885158,6.033458722,4.8594501,6.077521732,5.769951415,6.505716142,6.047690794,5.594139875,6.414542961,5.769951415,5.360341502,2.349687561
"FCER1A",4.756876966,5.270404715,4.139596499,5.824019851,7.26762795,3.742140789,4.696179308,5.289421913,6.590566323,5.713983513,5.302429801,8.00561246,7.603300889,6.618336915,5.24185934,4.991039149,6.077521732,4.828698639,3.777969101,4.782591163,4.364499911,5.508900997,6.681358918,5.535154753
"FCER1G",9.040303687,9.732408792,7.087845984,9.499609376,10.09586567,6.460621562,13.47346253,8.860274812,9.689986154,9.842755799,7.164699309,9.437092841,9.62368639,8.92295585,9.600983351,10.87955928,9.557742399,5.551909487,8.054053283,10.19572853,8.612440184,8.650394976,9.647630014,9.079920614
"FCER2",4.612772809,4.545589181,5.882485765,4.349460793,4.08091841,6.138256822,4.08091841,4.150219411,4.170382499,5.207823227,4.294074357,5.868685462,4.696179308,4.190545587,4.280123657,4.756876966,4.328742925,5.605599861,4.655072524,4.364499911,5.584365175,4.599533997,4.294074357,4.25721238
"FCF1",13.97839053,12.85426195,14.20277655,11.70774708,10.81824678,15.75275142,12.4427271,11.5413939,12.10886503,12.10886503,14.65435826,10.99691617,11.90414044,11.7359146,11.97459186,13.13313361,12.69274229,14.65435826,13.47346253,11.97459186,12.63820875,12.69274229,11.70774708,12.10886503
"FCGR1A",7.34124641,8.160329001,8.759702581,7.395812979,7.374878841,10.83337207,7.283478003,7.5792222,7.339071859,8.15553276,10.48001738,6.793423129,7.222019352,7.464307888,8.055879169,7.439685032,7.476908701,9.823410146,8.503062167,8.083648089,8.299897128,8.144646964,7.460179031,8.354381098
"FCGR2A",9.11937568,9.659678505,10.25650762,9.564466046,9.833017943,10.85128361,10.01009687,9.604057489,9.386742806,10.11028446,10.60971728,9.796830767,9.747586975,9.572764186,9.998568119,10.83337207,10.62209028,10.48001738,10.2508849,10.01009687,9.236075246,10.11028446,8.933852386,9.702296715
"FCGR2B",8.471341873,8.698783494,9.462957879,11.62409744,8.157815904,8.774627538,8.536918826,8.162842098,8.652977873,8.878046736,9.194773361,8.552044532,10.59381062,8.550381393,9.167632656,8.816872411,8.612440184,9.539056061,8.936882024,8.248323684,9.015613595,8.633878079,9.429981283,8.26329387
"FCGR3A",9.060296658,9.13387976,9.074814442,14.20277655,11.44549134,12.48016955,10.38853234,9.682321395,9.437092841,9.813662754,10.00407001,9.891644702,9.604057489,8.692782514,9.64291886,9.392829244,9.239286549,11.80751257,10.47072146,10.37422105,9.20841465,10.05203166,9.740415998,9.851878707
"FEZ1",9.806821438,9.613770183,10.77891356,8.627124421,7.966849395,11.42107664,9.371494204,8.596886053,8.926889298,9.747586975,10.35955878,8.320116984,8.66910757,8.415640316,8.268284631,9.204593641,8.977755459,7.992366994,9.139593148,8.550381393,8.424955648,8.622068775,8.915118559,8.583586579
"FLT3",8.218186882,7.904973607,8.905931605,7.689133113,7.058413715,8.260626152,7.208767732,6.019226649,7.637505744,6.918966841,8.473448975,7.573281131,6.896372077,7.339071859,7.189733749,7.70487092,7.107984002,8.555224187,6.959010593,6.565691687,7.445595336,7.863218563,8.415640316,6.483621386
"FLT3LG",8.35697221,8.462270292,8.399225734,8.083648089,8.344176299,7.888157387,7.55078857,8.739783326,8.371697779,8.333250409,8.395258851,8.695441096,8.35876657,8.915118559,7.663758768,8.894852699,8.72894982,8.153249616,7.833785678,8.371697779,8.371697779,7.701716073,8.349013086,7.58355173
"FN1",13.8023746,11.90414044,8.025683457,13.97839053,13.58387453,5.51840002,16.44054815,13.97839053,14.20277655,13.87475092,10.81824678,14.20277655,14.9235035,14.65435826,14.42240893,8.456998258,14.42240893,12.9231644,12.9231644,13.36300877,14.65435826,14.20277655,13.47346253,13.47346253
"FOS",10.59381062,10.77891356,8.144646964,9.891644702,11.10580396,8.488039571,10.45537563,9.592399233,10.32179549,11.62409744,9.015613595,11.5413939,10.01009687,10.76782179,9.714679171,9.920203466,11.01400126,9.64291886,9.659678505,10.59381062,8.354381098,9.897779959,10.41186098,10.14985354
"FOXJ1",6.924713094,4.215370907,5.551909487,3.777969101,3.67714149,4.675625916,5.956982723,4.294074357,4.041127994,5.551909487,3.512125391,4.041127994,3.483829652,3.457853018,6.009667166,3.276055353,3.047905216,3.57058478,4.139596499,4.457619139,5.419895743,4.150219411,3.72762446,3.40162065
"FOXP3",7.623672461,7.845738055,8.033618104,7.663758768,8.023783907,8.705866398,7.596482225,7.977229491,7.274419545,7.411371756,7.974772864,7.703293496,7.726580962,7.861291642,7.521594132,8.054053283,8.1670553,8.647812078,8.073284387,7.694959093,7.900171441,7.505250909,10.13043429,7.838748076
"FPR2",6.793423129,7.419642673,8.528209929,6.364464373,7.041291455,7.694959093,6.891569626,7.049990459,7.3777715,7.184974663,7.926475158,6.479674029,6.807743022,6.301114785,6.674481408,7.467407138,6.788111649,8.231745867,7.594562711,7.293919328,6.595352333,7.22409094,7.046419806,7.726580962
"FUT5",8.29015611,7.922509822,7.815560757,7.626883932,7.745477395,9.873581926,7.42841619,8.175550637,7.840948251,7.151081458,8.257646281,7.434026135,7.372360807,8.031402696,8.672014373,8.110108397,8.591651585,9.796830767,9.052536005,8.027583008,8.102611804,6.918966841,8.140134608,7.372360807
"FUT7",7.036163105,6.184601312,6.938348069,5.966985831,10.47072146,7.254901822,8.612440184,6.700598933,7.992366994,5.777662793,6.565691687,9.478792662,8.883525312,8.1670553,7.309936675,8.422810885,8.662970546,8.953840803,7.698337583,6.87450956,6.99701078,6.35924329,8.577517186,7.898477416
"FYN",11.44549134,9.466589596,7.665939443,9.167632656,8.552044532,6.138256822,9.236075246,8.612440184,9.027288924,9.158554692,7.26762795,9.349242378,8.950012195,8.712784521,8.1670553,10.17255535,9.433537062,5.929787973,7.252807408,9.139593148,8.252629718,8.32372006,8.687498989,8.040746245
"G6PD",8.00963711,9.215484135,7.751398457,10.04105357,12.99489222,7.966849395,11.49510384,8.739783326,9.312096675,10.30213141,13.36300877,8.957669411,8.647812078,9.796830767,11.08864468,11.80751257,8.92295585,7.507852748,9.426315556,8.636620071,9.303184157,9.28801033,8.465076388,8.750195754
"GAGE1",6.618336915,6.35924329,7.349970559,5.966985831,6.047690794,7.374878841,6.328135,6.102441036,7.5792222,6.317835022,7.084025405,6.102441036,5.449148365,6.210959664,6.301114785,6.496818428,6.719132061,6.81644691,6.863239396,5.740347914,8.636620071,7.245581048,6.241890103,7.77184593
"GATA3",7.472660372,6.94728214,7.517458666,6.059608642,6.590566323,8.027583008,6.241890103,6.700598933,7.131815044,5.793150662,7.815560757,6.533416024,6.526338062,7.012445324,6.987129698,7.585755915,7.046419806,7.5792222,6.812094966,6.741490131,6.125420774,5.937482809,6.959010593,6.059608642
"GNLY",8.657933395,8.029492852,8.66910757,8.001291711,8.124420037,8.825782692,7.914566029,7.869504377,7.661578093,6.077521732,8.550381393,7.339071859,7.630095403,8.196948969,7.600851314,8.465076388,7.663758768,8.222386312,7.222019352,7.35207844,7.808229883,7.194492835,7.615784526,6.483621386
"GPATCH3",8.681447534,8.160329001,8.486039795,8.327323137,8.781198112,8.19498556,8.6060964,7.286369745,7.55078857,7.419642673,8.062388587,8.033618104,8.081557191,7.965295353,8.716856461,8.003568237,7.808229883,7.865145484,7.685305259,7.467407138,9.079920614,7.882929432,8.40218602,7.317221558
"GPI",12.02478334,10.87955928,10.33470747,11.51571174,11.70774708,11.83672428,12.78558561,12.05114726,11.75365188,11.10580396,12.54218813,11.10580396,10.32664048,11.5413939,11.44549134,9.260967318,11.77554511,11.03094982,12.29462228,11.15131971,12.48016955,10.64937064,12.391275,12.9231644
"GTF3C1",11.88133891,10.68228926,10.38853234,10.22893157,9.597909213,10.50525162,10.62209028,9.903915217,9.604057489,9.689986154,10.87955928,9.592399233,9.842755799,10.16589301,9.796830767,10.34277445,9.548921111,10.32664048,9.572764186,9.49634286,10.17255535,10.06208609,9.993066229,8.886104679
"GUSB",8.80400573,8.816872411,6.839183437,10.45537563,9.319270781,4.675625916,9.781598548,10.18302647,10.97811082,8.684473261,7.474814358,9.833017943,10.17255535,10.42656825,10.38853234,9.1524985,9.227490436,8.054053283,9.938599166,9.512521462,10.53520036,9.572764186,10.37422105,10.12327029
"GZMA",7.911323889,8.389953135,8.528209929,8.28443925,8.681447534,9.13082529,8.134779636,8.337182927,7.494897691,8.429517928,8.459464195,8.162842098,8.142800535,7.987856514,8.137468681,9.194773361,7.831023454,8.144646964,7.663758768,9.891644702,7.5879601,8.203843101,8.222386312,7.596482225
"GZMB",7.843343153,7.671547799,8.102611804,7.840948251,8.146493393,8.851386346,7.663758768,7.969582816,7.985923873,7.467407138,7.865145484,7.464307888,7.252807408,7.437483542,7.671547799,7.358713436,7.419642673,9.256964736,8.29015611,8.292594522,7.900171441,7.289261488,6.913220587,7.250712993
"GZMH",7.305882718,7.63987691,8.102611804,6.953146366,7.926475158,8.210846098,7.095447866,7.259981948,6.733396408,6.733396408,7.939463509,6.845475937,7.160179645,6.788111649,7.068364629,7.358713436,6.272948925,8.110108397,7.645572145,8.231745867,7.175045302,7.34124641,7.573281131,7.078744173
"GZMK",7.692046103,8.577517186,8.558403842,7.965295353,8.054053283,8.933852386,8.687498989,7.70487092,8.548718255,8.302961408,8.124420037,8.503062167,8.66045197,8.32372006,8.09216041,9.409677282,8.552044532,9.49634286,7.735747086,9.200772632,7.658986854,8.583586579,8.506891786,8.26329387
"GZMM",6.618336915,6.516027102,7.063266318,5.854885158,7.345608485,7.265062073,5.929787973,7.460179031,6.23371904,5.910902353,6.625253618,7.35207844,6.280948348,7.38602445,7.250712993,7.507852748,7.449304149,6.662108482,7.084025405,6.163571535,5.289421913,6.317835022,6.364464373,6.381635712
"HAMP",5.379811646,4.215370907,5.40498677,4.937061447,13.87475092,4.675625916,4.920550722,6.341568009,7.274419545,4.202958247,6.868874478,9.666715823,10.44402172,12.20207474,4.545589181,6.019226649,8.944144148,5.777662793,4.349460793,6.019226649,4.150219411,3.60074843,9.873581926,6.559468919
"HAVCR2",7.487617425,7.557648648,8.250593025,9.001706086,8.657933395,7.900171441,7.974772864,7.958631071,7.661578093,8.320116984,7.792191597,8.137468681,7.972316238,7.449304149,7.576251666,7.598401739,7.933815148,7.395812979,8.703996145,8.833573191,8.031402696,8.104981422,7.900171441,8.003568237
"HCK",11.08864468,9.682321395,9.638661581,8.720928401,9.158554692,11.90414044,9.015613595,8.720928401,9.036490546,8.92295585,9.751753031,8.752450911,8.894852699,8.990299741,9.582301057,10.57242427,9.564466046,10.97811082,8.963382147,9.254273564,8.66045197,8.446947651,8.820323195,8.220642815
"HDAC3",9.597909213,9.801826103,9.557742399,9.470221313,10.29068241,9.229718347,9.548921111,9.781598548,9.303184157,9.293535789,9.613770183,9.395583447,9.380835365,10.06208609,9.027288924,8.926889298,9.433537062,8.514245397,9.732408792,9.548921111,10.13043429,9.673969563,9.319270781,9.673969563
"HLA-A",12.4427271,13.58387453,10.40207421,12.391275,13.47346253,6.924713094,13.58387453,12.07754452,12.78558561,12.29462228,11.62409744,13.05000727,13.58387453,13.05000727,11.62409744,12.85426195,12.99489222,13.47346253,13.13313361,13.8023746,13.47346253,12.07754452,13.36300877,11.75365188
"HLA-B",13.58387453,14.20277655,13.05000727,12.85426195,14.65435826,8.698783494,12.63820875,12.48016955,12.4427271,12.54218813,13.8023746,13.30997293,13.05000727,12.99489222,12.14377682,14.42240893,12.4427271,13.36300877,12.54218813,13.58387453,13.30997293,11.80751257,12.99489222,11.0777392
"HLA-C",11.94090831,12.99489222,13.36300877,11.88133891,12.05114726,8.420666121,11.62409744,11.65049586,11.90414044,12.391275,13.05000727,11.90414044,12.07754452,12.48016955,11.10580396,13.97839053,11.62409744,11.70774708,11.36840484,12.34539454,13.87475092,11.34178904,13.05000727,11.36840484
"HLA-DMA",9.755919087,12.05114726,9.916522732,10.35955878,10.35359732,10.3169505,9.859458477,10.26213034,9.358459913,10.62209028,11.34178904,10.34277445,9.993066229,10.62209028,9.81853645,12.4427271,10.57242427,10.2508849,9.865562831,11.57622378,9.139593148,11.22088754,9.823410146,9.364284756
"HLA-DMB",9.877791284,10.06208609,11.0474582,8.833573191,9.813662754,11.19766951,9.499609376,9.251582391,8.909842072,9.666715823,10.2095304,9.553331755,9.462957879,9.139593148,9.063804102,10.12327029,9.600983351,9.810242096,9.613770183,10.56005047,8.66045197,9.422649829,8.975056709,8.843508191
"HLA-DOB",8.890478689,8.80166959,9.161153237,7.610338047,8.254666411,9.572764186,9.097545063,7.911323889,8.067273418,8.344176299,8.909842072,8.12916694,8.371697779,8.627124421,7.985923873,9.034018071,8.12916694,9.22087834,8.930822747,7.941737216,7.847959304,8.274556926,8.36056093,7.992366994
